Comments,NEG,NEU,POS,Compound,Sentiment
"Thank you so much for your help and time Denis
You are appreciated more than you realize
Stay safe",0.0,0.568,0.432,0.886,POS
Doesn’t Milton understand that he’s scary enough without needing to come at night and be even more scary????,0.197,0.803,0.0,-0.6322,NEG
I know that’s what I was saying. I don’t want it to come overnight. I was hoping it was gonna come in the daylight so we can see what’s going on and navigate lol at night it’s so much worse just like Irma. It was horrible. The winds were so much scarier at night.,0.114,0.73,0.156,0.1335,POS
I was just thinking exactly that! So much worse when it comes through at night. Prayers for everyone on the west coast and all of Florida.,0.133,0.867,0.0,-0.5676,NEG
"Amen!!! At least in the daytime I can see what is coming at me! The dark scares me enough, I don't need Milton to intensify my fear.",0.227,0.773,0.0,-0.7762,NEG
"I just said that also. You are right, scary at night. Noises outside, and you do not know what it is",0.144,0.856,0.0,-0.4939,NEG
"seriously, I feel like all the hurricanes are at night ",0.152,0.625,0.223,0.2023,POS
that’s what we said … thought coming Wed afternoon at first and were glad!,0.0,0.785,0.215,0.5093,POS
"ugh exactly!
",0.756,0.244,0.0,-0.4753,NEG
Why do they always come at night. WHY! ,0.0,1.0,0.0,0.0,NEU
exactly. Why???,0.0,1.0,0.0,0.0,NEU
"Good one, why do they seem to come at night when it’s dark and we’re like at its mercy?",0.0,0.669,0.331,0.7845,POS
" I believe in you Dennis! That would be wonderful! Bring on the shear and dryer air, oh great jet stream!",0.0,0.662,0.338,0.865,POS
"Yes, I agree that’s the only hope I have right now is how he explained it so well yesterday just will still waiting for that cold here and that sheer to annihilate it",0.0,0.714,0.286,0.8702,POS
"Do you have any idea what area will be most affected? We live in Bradenton, Lakewood ranch area. Fortunately, not in an evacuation zone. But, it gives me little comfort right now.",0.042,0.876,0.082,0.3322,POS
south side of the storm will be the worse. Where it makes entry will determine how we all are affected?,0.207,0.793,0.0,-0.5719,NEG
"hi !! We live in Bradenton ! Prepare for worse case scenario . If it isn't as bad, you're not out anything . If you under prepare - let's just say you cN never be Too Prepared",0.147,0.779,0.074,-0.4199,NEG
"Thank you, Denis!!!! I cannot say it enough times! Thank you for being factual and not hyped!!! We heard your cautions and moved our sweet babies and dog to safer ground!",0.0,0.685,0.315,0.8994,POS
this! thank you Denis!,0.0,0.493,0.507,0.4738,POS
A two across Polk county will be like a hurricane Jeanne.. blowy and obviously a hurricane but not mean like Charley I hope!,0.0,0.636,0.364,0.8459,POS
this will be nothing like Jeanne...Jeanne was barely a Cal One when she crossed Polk...maybe only a tropical storm,0.117,0.883,0.0,-0.2755,NEG
20 year anniversary of the dreadful 2004 season and Polk county in the crosshairs,0.182,0.818,0.0,-0.4404,NEG
My son and his wife live in the Polk County/Lake Alfred area. Are most people staying put or are most people evacuating in that county? ,0.0,1.0,0.0,0.0,NEU
So flooding shouldn't be much of an issue in Polk County?,0.0,1.0,0.0,0.0,NEU
Irma went across us as a 2 as well.,0.0,0.741,0.259,0.2732,POS
we lost a giant oak tree with Jeanne,0.277,0.723,0.0,-0.3182,NEG
"Denis Phillips how have I lived in FL for 33 years and not ever heard of you until we moved to Tampa this hurricane season! You are hands down the best meteorologist in the state! Factual, not fear mongering, and interesting to learn about storms from. You da man! Thanks for keeping us all updated and safe",0.0,0.738,0.262,0.9501,POS
"""Factual, not fear mongering, and interesting to learn about storms from.""
Indeed! We've been in Safety Harbor since 2001. Denis saved our bacon during Charly in 2004. Been staunch followers ever since. Stopped watching TWC (The Worry Channel) from then on.",0.093,0.659,0.248,0.7913,POS
Praying it misses all of us. Stay safe everyone.,0.143,0.451,0.406,0.5423,POS
Can you address if this will be a slow moving storm like Ian (producing lots of rainfall) or if it will move faster.,0.0,0.894,0.106,0.3612,POS
I believe he’s previously said it will move fast,0.0,1.0,0.0,0.0,NEU
 I'm seeing tons of rain North of the storm.,0.0,1.0,0.0,0.0,NEU
predicted fast and crossing the state as a cat 2. I evacuated from St. Petersburg to Orlando,0.0,1.0,0.0,0.0,NEU
The picture in this post shows the storm is moving 8mph. That’s not very fast.,0.0,1.0,0.0,0.0,NEU
"quite quickly.
",0.0,1.0,0.0,0.0,NEU
You ARE the best! You put your whole heart and soul to keep us safe and you teach us as well.... Stay safe...,0.0,0.74,0.26,0.8122,POS
you are truly a blessing to your community ♥️. Thank you for everything you do to keep us informed and calm.,0.0,0.595,0.405,0.872,POS
"Dennis, I’ve been a Law Enforcement Officer for 41 years. Every Hurricane I had to leave my family and put my Job first. This is the first time in all the years I’ve been doing this that I’m actually nervous. No matters how much prepping you do , it’s never enough. I pray this storm doesn’t make landfall in Pasco County. We have our hands full up here . My son lost his shop during Helene and he just started to fix stuff. He’s given up. Anyway. Do your best to keep this thing away from us . Work
Your magic!!! You’re the best of them all. Thank you for what you do and your dedication Sir. God bless and stay safe.",0.073,0.774,0.154,0.9172,POS
"May the Lord be with you and cover all of your family, friends and your fellow officers. Thank you for taking care of everyone . I know this is a big sacrifice leaving the family during this time.",0.0,0.784,0.216,0.8316,POS
thank you for keeping us safe in all conditions!,0.0,0.552,0.448,0.69,POS
"When do the beginning affects of storm surge occur? Is it when it actually reaches land, or does water start to rise before the eye gets here? I’ve always lived more inland, so I’ve never experienced storm surge personally.",0.0,0.961,0.039,0.1431,POS
It starts hours ahead of the storm. The storm is pushing the water forward.,0.0,1.0,0.0,0.0,NEU
My God this is giving me so much anxiety! We boarded up the windows. Are in a non evacuation zone. No worries about the surge. But when it strikes will be a 3 still ?,0.232,0.68,0.088,-0.6464,NEG
Praying it doesn't wobble North ,0.0,0.615,0.385,0.3612,POS
praying for best possible outcome for all in the path.,0.0,0.544,0.456,0.7717,POS
"I was not actually praying it would go north, I was just trying to show her how insensitive her comment was",0.191,0.809,0.0,-0.4606,NEG
"I actually was not praying for it to go north,my intent, was just to let her know how insensitive her remark was.",0.174,0.826,0.0,-0.4606,NEG
"pray, claim, and believe it will downgrade to a mere rain storm. ",0.0,0.813,0.187,0.3182,POS
I pray for you and your family but I'm also praying for myself !,0.0,0.658,0.342,0.636,POS
"that’s what I think, so my prayer is for the wind shear to weaken it.",0.177,0.823,0.0,-0.4215,NEG
does it get exhausting being that unbearable??,0.323,0.677,0.0,-0.4329,NEG
" thank you, hope you and yours are safe as well",0.0,0.366,0.634,0.8555,POS
and stay there the whole time!,0.0,1.0,0.0,0.0,NEU
if it wobbles north Tampa will get it worse,0.279,0.721,0.0,-0.4767,NEG
So…… when does Rule #7 actually apply???,0.0,1.0,0.0,0.0,NEU
that and why do hurricanes always come in the middle of the night??,0.0,1.0,0.0,0.0,NEU
I think it started yesterday.,0.0,1.0,0.0,0.0,NEU
when you're prepped and/or evacuated.,0.0,1.0,0.0,0.0,NEU
"when Denis says it is ok to freak out, but not before is my best understanding of Rule 7. I am not proficient in applying this rule as of yet. I wobble back and forth between having faith that all will be ok and oh my goodness what are we gonna do!",0.03,0.686,0.284,0.9534,POS
How long will the storm take to pass once it makes landfall?,0.0,1.0,0.0,0.0,NEU
"It can last many hours, as it approaches, and then passes over, and then once the eye passes the backside of the hurricane is the worst, and it seems to last forever.
Hopefully it won't be as slow as Ian! Ian was blowing here in Fort Myers for 24 hours start to finish, and it was over 100mph for 12 hours.",0.066,0.893,0.041,-0.4003,NEG
You will have weather the whole time. The worst of it will Happen maybe midnight through maybe 4am,0.194,0.806,0.0,-0.6249,NEG
 pass thru the whole state? I wanna know how long it goes thru just my area. Ellenton.,0.0,1.0,0.0,0.0,NEU
 we have lots of beds in TLH,0.0,1.0,0.0,0.0,NEU
what did I do? I literally just saw the radar with the 2 o'clock update.,0.0,1.0,0.0,0.0,NEU
"I had the same question. Stay safe, my friend ",0.0,0.496,0.504,0.7269,POS
 i hope so. Ugh. Why do they have to hit at night.,0.206,0.6,0.193,-0.0498,NEU
 that’s what I’m thinking too,0.0,1.0,0.0,0.0,NEU
insomnia?,0.0,1.0,0.0,0.0,NEU
I was wondering the same thing.,0.0,1.0,0.0,0.0,NEU
Thank you for keeping us up to date! Cat 5 is 157 mph winds correct? When should shear take effect and lower it?,0.087,0.789,0.124,0.2387,POS
it weakened when the eyewall restructured. They are saying it will more than likely regain strength again then hopefully rely on the shear to weaken it before landfall.,0.146,0.686,0.169,0.2023,POS
"Yes, 157 and it would return to CAT 5",0.0,0.722,0.278,0.4019,POS
that already happened they said,0.0,1.0,0.0,0.0,NEU
right before landfall. Hope for the best,0.0,0.413,0.587,0.7964,POS
" correct, storm waa there, then dropped and back now to 155, just shy of 157 and Category 5.",0.105,0.895,0.0,-0.25,NEG
"Denis Phillips, what about the trough? Is there a visual or map that you could refer us to where potentially the hurricane could hit that trough?",0.0,1.0,0.0,0.0,NEU
Denis has explained this over and over again. Cold coming from the north and warm coming from the south. to early to predict when that will be.,0.0,0.932,0.068,0.2263,POS
"Dang you Milton!!!! Everyone please stay safe and Go if you’re told to.
We have the best meteorologist and he never stops. I think this is Day 13 for him now. Thanks Denis Phillips!
Continued prayers please.",0.0,0.635,0.365,0.9452,POS
"Well... he stopped at the Ucatan, got some tacos and tequila, and on his way again. He'll wobble and stagger and hopefully pass out before he hits the front door.",0.058,0.859,0.083,0.2023,POS
hopefully he's not a violent drunk,0.0,0.202,0.798,0.7834,POS
Thank you Denis for your unwavering commitment to telling us the facts - and being the best weatherman in our state and beyond! God’s speed everyone,0.0,0.696,0.304,0.8622,POS
That’s it? Another station stated there was a significant shift south???,0.0,0.765,0.235,0.4137,POS
