Comments,NEG,NEU,POS,Compound,Sentiment
"Florida Strong! 🌀💨🌧️
😑 Let’s get this over with so we can clean up and start rebuilding if need be!",0.0,0.713,0.287,0.7813,POS
that’s what I think! We know work to do so let’s go asap!,0.0,1.0,0.0,0.0,NEU
"I evacuated from Tampa to Daytona where my folks stay. I feel safe here but extremely anxious over what I’ll be returning home to, if there is anything left.",0.098,0.836,0.065,-0.2475,NEG
hope you and your family are safe,0.0,0.463,0.537,0.7003,POS
"I evacuated to St. Augustine Beach and they tossed us off the island this morning due to possible storm surge tomorrow. I lived in St. Petersburg my entire life and this is the first storm that shook me to my core. Just felt different in my bones. I know the beaches do not need more sand in the streets, debris is still on the ground from Helene, and I now here about a ""Nora"" possibly visiting us too.....",0.019,0.981,0.0,-0.1027,NEG
we are good near Midtown and International plaza. The hurricane will make landfall around 9 pm. It weakened and move southward Sarasota.,0.095,0.785,0.12,0.1531,POS
"we are in Panama City Beach from St. Pete. We are safe, but my stomach is in knots. I NEVER watch the news because of all the negativity and I literally can't stop watching.",0.118,0.769,0.113,-0.2887,NEG
same. Exactly how I feel.,0.0,1.0,0.0,0.0,NEU
"that’s better than weathering the storm in place at your home, my family who lives on the coast in Riverview refused to come over here to Titusville. I’d rather go back home then stay there not survive.",0.055,0.873,0.072,0.1779,POS
Same here…,0.0,1.0,0.0,0.0,NEU
We are all watching and praying for the best for all of you. Stay strong FLA!!,0.0,0.551,0.449,0.8906,POS
Can I get an update on Orlando? I have family there.,0.0,1.0,0.0,0.0,NEU
"I've been here since Tuesday and we never lost power, doesn't seem too bad.",0.0,0.714,0.286,0.5875,POS
Orlando will be ok I just went thru some of the worst of it,0.237,0.636,0.127,-0.4404,NEG
Thank you for everything! You’re the one I count on. Grateful for you and your timely updates.,0.0,0.707,0.293,0.6996,POS
"ditto what Jennifer said. You help keep me calm, Dennis! Thank you for giving us the knowledge we need to get through this in the best way we can!",0.0,0.62,0.38,0.9285,POS
"Thank you, sir! Your honest, hyperbole-free yet riveting reporting of the weather here can only be compared to the greats, such as Cronkite. You can be trusted to provide the most senior of data, the most important facts to keep in mind.",0.0,0.771,0.229,0.883,POS
Thank you for being there for us Denis!,0.0,0.715,0.285,0.4199,POS
so sad all the people who had false hope and tried to fakely say it was going south are now getting bitten,0.129,0.761,0.11,-0.1263,NEG
Is it possible for the next track to be more north and into the bay???,0.0,1.0,0.0,0.0,NEU
the next track isn’t until 11 by that point it would have made land fall,0.0,1.0,0.0,0.0,NEU
anything can happen at this point … is so hard to predict,0.157,0.843,0.0,-0.2183,NEG
"hey sweetie. Yes, Denis said that.",0.0,0.404,0.596,0.7096,POS
"Yes it is possible.
",0.0,0.526,0.474,0.4019,POS
why you stalking Milton so hard 😂😂😂. Jk love ya,0.123,0.46,0.418,0.6702,POS
yes most likely will,0.0,0.526,0.474,0.4019,POS
 think the skyway,0.0,1.0,0.0,0.0,NEU
Does this mean after this we can not expect another one for at least 100 years?! I’ll be old by then,0.0,1.0,0.0,0.0,NEU
I’ll be way gone by then,0.0,1.0,0.0,0.0,NEU
best comment,0.0,0.192,0.808,0.6369,POS
my thoughts exactly,0.0,1.0,0.0,0.0,NEU
next level old.... lol,0.0,0.517,0.483,0.4215,POS
unfortunately no. Much warmer gulf waters will make these storms more frequent and stronger.,0.234,0.509,0.258,0.1189,POS
"sure, im down with that!!",0.0,0.581,0.419,0.4374,POS
 I hope so!,0.0,0.239,0.761,0.4926,POS
Works for me!,0.0,1.0,0.0,0.0,NEU
Apparently someone messed with the indian burial grounds in Bay pines to extend their driveway 🤪. The city told him no but when they came back to check they already had been tempered with.,0.093,0.87,0.038,-0.2382,NEG
"yea because someone messed with the ground, it miraculously made the water turn into a hurricane",0.146,0.854,0.0,-0.34,NEG
some guy in St Pete started tearing a mound down to build a driveway,0.0,1.0,0.0,0.0,NEU
"it happened last summer, not this year",0.0,1.0,0.0,0.0,NEU
 Princess Ulele protect us,0.0,0.536,0.464,0.3818,POS
Can we get an update for Polk County .,0.0,1.0,0.0,0.0,NEU
He said 55-65 winds with 75 gusts as itll be slowing down once it gets here on his live feed... hope that is true cause doesnt sound as bad as the original 100+ I had heard,0.0,0.741,0.259,0.8705,POS
please,0.0,0.0,1.0,0.3182,POS
Following,0.0,1.0,0.0,0.0,NEU
Denis Phillips where can we find a confirmed track map once the storm passes through? I never know where to find that and I’m very curious (Sarasota resident). Thank you!,0.0,0.828,0.172,0.6581,POS
I use zoom earth,0.0,1.0,0.0,0.0,NEU
 Accuweather app. There’s a hurricane tracker.,0.0,1.0,0.0,0.0,NEU
Just officially announced it made landfall at Siesta Key.,0.0,1.0,0.0,0.0,NEU
"I am using zoom earth (as of yesterday, so take that rec with a grain of salt)",0.0,1.0,0.0,0.0,NEU
check out the clime app it’s nooa,0.0,1.0,0.0,0.0,NEU
"You are a rockstar! Thank you for all you do for your community 💜 I hope you know we appreciate your knowledge, insight, and DEDICATION! My guy and I are sheltering in place in Gulfport, zone D. Prepped to the max and highly informed, because of you. We’re ready. #scaredbutprepared",0.0,0.79,0.21,0.8802,POS
"from Down Under (Queensland, Australia) I’ve been watching this storm evolve. I hope you stay safe. I’m thinking of you all.",0.0,0.756,0.244,0.7003,POS
I second that. My daughter and I are sheltered in our no-evacuation zone apartment building on the 7th floor. Trusting Denis Phillips. Grateful ,0.0,0.769,0.231,0.6908,POS
"Father, we ask you to calm the wind and the waves of Hurricane Milton. Please spare those in the path from harm.
At all times, please help us to remember that through the storm, you are in the boat with us.
Amen",0.07,0.739,0.192,0.6249,POS
Amen ,0.0,1.0,0.0,0.0,NEU
AMEN ,0.0,1.0,0.0,0.0,NEU
Amen ,0.0,1.0,0.0,0.0,NEU
"God bless all in Fla, my family is by Tampa I’m in Daytona Beach",0.0,0.71,0.29,0.5994,POS
I'd have lost my mind 500x more than I already have without Denis and this whole weather team. Thank you!,0.104,0.77,0.126,0.126,POS
"“I refuse to let a storm named Milton get the best of me.” 💕 Touché, Sir!",0.118,0.642,0.24,0.5093,POS
It’s gone be sunny Friday,0.0,0.588,0.412,0.4215,POS
"Thank you Denis. You help lower everyone’s anxiety with your calm, reasoned demeanor. It truly helps.",0.151,0.347,0.502,0.8442,POS
"so very true. I told my sisters who live out of state to follow Denis Phillips for that reason. All the information, none of the pearl-clutching. As I told my sisters and niece I can handle the pearl-clutching on my own.",0.0,0.916,0.084,0.5222,POS
amen.,0.0,1.0,0.0,0.0,NEU
Here in Zephyrhills continuing to pray for it to weaken more. Thanks for the updates! Stay safe everyone.,0.11,0.549,0.341,0.7082,POS
"Dade City, and the wind is picking up",0.0,1.0,0.0,0.0,NEU
 zephyrhills here too! Wondering how bad it’s going to get,0.296,0.704,0.0,-0.5848,NEG
" Igh, my mom evacuated Zephyrhills bcuz she lives in a modular home but went to land O'l lakes to a reg house. I like the upgrade in structure but even going that mich in the wrong direction has me stressed! Stay safe!",0.157,0.701,0.142,-0.1862,NEG
"Jesus, my house is on that line",0.0,1.0,0.0,0.0,NEU
wish cities like Sarasota etc were in that map- guessing we are under the line but not sure? Anyone?,0.109,0.714,0.177,0.1323,POS
Milton is beating our doors 🚪 down in Land O Lakes! Anxiety of listening to it and it's dark! Why do hurricanes 🌀 smack us in the dark.,0.187,0.813,0.0,-0.6467,NEG
Florida Strong ,0.0,0.233,0.767,0.5106,POS
look at the little unaffected sliver,0.0,1.0,0.0,0.0,NEU
Praying for us all!,0.0,0.518,0.482,0.4199,POS
Thank you Denis Phillips !! ,0.0,0.565,0.435,0.4738,POS
Only weather guy on in our house EVER. We are fairing pretty well in Tampa Palms so far.,0.0,0.751,0.249,0.6486,POS
 Tampa Palms in the Springhill Suites. Denis is the best,0.0,0.682,0.318,0.6369,POS
"in Temple Terrace here. Lots of steady rain, not much wind. Unfortunately a transformer already blew an hour ago so we have no power.",0.097,0.824,0.08,-0.1098,NEG
"close to Temple Terrace, the wind has been picking up and some pretty good wind gusts too...",0.0,0.711,0.289,0.7269,POS
Forest Hill area … bout the same . Lots of rain and some serious gusts now & then .,0.085,0.915,0.0,-0.0772,NEG
 I am in northern FL. Only weather person I watch and trust is Denis,0.0,0.769,0.231,0.5106,POS
it’s Denis for the Gulf Coast and Brian Shields for my area in Orlando!,0.0,1.0,0.0,0.0,NEU
I am/was a Tampa newbie and have 2 say Dennis is great. So informative with neighborly motivation ,0.0,0.649,0.351,0.7579,POS
"same here, I’ve been following him since Charlie, great weather man, hands down",0.0,0.745,0.255,0.6249,POS
 on which Network News is he the weatherman? I‘d like to start watching him.,0.0,0.839,0.161,0.3612,POS
We are in Tampa Palms too,0.0,1.0,0.0,0.0,NEU
" great to hear my aunt lives there
",0.0,0.594,0.406,0.6249,POS
I’m in Tampa Palms too!! So far power is on,0.0,1.0,0.0,0.0,NEU
"God bless you, Denis! You are doing an incredible job, sir! ",0.0,0.621,0.379,0.6688,POS
he is without a doubt HURRICANE 🌀 DAD ,0.0,0.703,0.297,0.2755,POS
I NEVER watch anyone else.,0.0,1.0,0.0,0.0,NEU
