Comments,NEG,NEU,POS,Compound,Sentiment
I’m not doing anything until tomorrow. We’ll have a better idea of where he is going and how bad it’s going to be. Praying for all of us!!,0.105,0.717,0.179,0.3578,POS
my rosary is wearing out,0.0,1.0,0.0,0.0,NEU
you may not want to wait until tomorrow. People are already lining up around the block at gas stations down here in Charlotte county.,0.158,0.842,0.0,-0.4805,NEG
don't wait to get gas though. Everyone running out.,0.0,1.0,0.0,0.0,NEU
" I filled up with gas at Sam’s club yesterday… $2.78 … I have a to-go bag ready just in case… I’m waiting until the 11am update tomorrow morning, if it not gone much further south, I’m outta here… going to head north",0.0,0.937,0.063,0.3612,POS
gas stations and Walmart are full in Tampa.,0.0,1.0,0.0,0.0,NEU
2 more days of it just getting stronger . I'm nervous about this one.,0.143,0.68,0.177,0.128,POS
Mike is too! Check my profile for a comprehensive list I made to help my family with preparations. No panicking!,0.233,0.574,0.193,-0.2462,NEG
Manatee county always waits till the last minute. I hate this school district but love my neighborhood lol,0.091,0.542,0.368,0.8462,POS
 they did announce already,0.0,1.0,0.0,0.0,NEU
Why don’t we have the technology to drop something into these that could at least lessen them? I don’t understand how we have the capability to fly into it but can’t drop anything that could help dissipate it?,0.108,0.807,0.084,0.1803,POS
"I’m not sure it’d work, but let’s drop members of Congress into it all the same. Actually, all that hot air would just intensify it so never mind.",0.137,0.863,0.0,-0.4821,NEG
" if we found oil inside the hurricane, you can bet we’d find a way to destroy it!",0.202,0.798,0.0,-0.5848,NEG
hmm.. Im sure they can..just like the last one..never get hurricanes in that area of the state..North Carolina,0.0,0.769,0.231,0.5859,POS
"we’d have to drop freezing cold air, I think",0.368,0.632,0.0,-0.3612,NEG
I wouldn't haarp on it too much.,0.0,1.0,0.0,0.0,NEU
they totally could but they are seeding it and making it more intense,0.0,0.864,0.136,0.2238,POS
 that was my idea....way back...stay safe,0.0,0.633,0.367,0.4404,POS
A stable genius once said we could nuke them,0.0,0.761,0.239,0.296,POS
was thinking the same thing. Like a cooling technology,0.0,0.737,0.263,0.3612,POS
drop saharan dust in them,0.344,0.656,0.0,-0.2732,NEG
Be safe out there folks. Already seeing stories of fights and near car accidents at home improvement stores. Rule #7. #FLStrong,0.179,0.609,0.211,0.2263,POS
the Home Depot I was at this morning was lovely. Everyone being understanding and taking their turn. But then I saw a near case of road rage getting out of the parking lot right in front of me!,0.128,0.813,0.059,-0.5848,NEG
 yep at at the gas pumps. People are nuts!,0.22,0.594,0.187,-0.1007,NEG
god almighty,0.0,0.323,0.677,0.2732,POS
What about when your 40 weeks pregnant and your giving birth at TGH?? Trying to decide if we should leave and go to our hometown in TN that we know and are familiar with or just stick it out here and hope that the roads and hospitals aren’t affected too badly.,0.109,0.799,0.092,0.1926,POS
normally with this case they have you at the hospital through the storm just in case. Reach out to your doctor and ask. This is what they did with me during hurricane Matthew,0.0,0.967,0.033,0.0258,NEU
Tampa General parking garage flooded with Helene. Daughter in Memphis/ how many hours of driving/ for her 13 . Me I would camp out in the parking garage above the first floor. ,0.0,1.0,0.0,0.0,NEU
" in the do not leave at 40 weeks! Call your doctor and ask what his plan is. Take care and be safe and God bless you and your new bundle, Ps …. Dont name them Milton",0.0,0.714,0.286,0.887,POS
Have you seen the flood barrier TGH puts around the hospital for storm surge? You aren't getting through it once it is up.,0.064,0.936,0.0,-0.128,NEG
 Kiki is correct ! See if you can wait it out in the hospital . I mean I wouldn’t be that brave not to be in a hospital at 40 weeks and decide to go into labor and can’t get to a hospital . At least you’re covering yourself and your baby 100 percent,0.0,0.926,0.074,0.5707,POS
Praying for you! Let me know if we can be of any help.,0.0,0.667,0.333,0.6696,POS
"Call your Dr, you should stay at the hospital during the storm. If no results with your Dr, call your hospital",0.099,0.901,0.0,-0.296,NEG
 Don't name the kid Milton,0.0,1.0,0.0,0.0,NEU
What does it look like manatee county/bradenton will see?,0.0,0.762,0.238,0.3612,POS
We need a cold front fast. Thank you Denis,0.0,0.737,0.263,0.3612,POS
So it seems usually people here are very calm about these (I’m new to Florida) but judging from these comments this one seems a bit more concerning  I’m not sure what to think or do but I did have a flight out of Tampa Tuesday evening,0.054,0.906,0.04,-0.1646,NEG
been here 30 years plus. This one has me wondering !!,0.0,1.0,0.0,0.0,NEU
"Legend has it that the Tampa Bay area remains protected from hurricanes due to a blessing by the Tocobaga tribe who have burial shell mounds along the coast.
A college professor said it’s a myth!
I’m going to believe that it’s not a myth!",0.0,0.85,0.15,0.7707,POS
 any belief I might have had in that flew out the window with Helene. Look around at the devastation. I am now certain it's a myth>>,0.108,0.811,0.081,-0.1779,NEG
 I'm hoping the Tocobaga Ancestors protect us from a direct hit once again ,0.0,0.649,0.351,0.6597,POS
y’all really believe that,0.0,1.0,0.0,0.0,NEU
" I heard that as well, but those blessings did not work last week, gotta recharge those prayers",0.0,0.69,0.31,0.743,POS
 if that were true the 1921 direct hit wouldn’t have happened.,0.0,0.781,0.219,0.4215,POS
"Pinellas, Pasco, hills and Sarasota counties have already closed schools through Wednesday",0.0,1.0,0.0,0.0,NEU
happy teachers.,0.0,0.213,0.787,0.5719,POS
because they use them for evacuation centers,0.0,1.0,0.0,0.0,NEU
Do you know if that includes community colleges?,0.0,1.0,0.0,0.0,NEU
 I just read lee county too,0.0,1.0,0.0,0.0,NEU
Manatee is now closed too.,0.0,1.0,0.0,0.0,NEU
Thoughts on what the east coast will see?,0.0,1.0,0.0,0.0,NEU
I want to know too. Near Flagler,0.0,0.794,0.206,0.0772,POS
North of circulation,0.0,1.0,0.0,0.0,NEU
you're going to see hurricane conditions on the East Coast as well the north side will be the worst and the surge,0.156,0.763,0.08,-0.4588,NEG
Can someone call the Pacific Ocean and tell them to come get their storm. We have enough of our own.,0.0,1.0,0.0,0.0,NEU
give her her meds,0.0,1.0,0.0,0.0,NEU
 there was a Typhoon last month,0.0,1.0,0.0,0.0,NEU
We are already getting fairly strong winds and spritz of rain off of US 19 in Clearwater in our MH park on the bay.,0.0,0.875,0.125,0.5106,POS
that's just from a regular rainstorm. We will start to see Milton on Tuesday evening,0.0,1.0,0.0,0.0,NEU
he said we would. No relation to Milton.,0.239,0.761,0.0,-0.296,NEG
