Comments,NEG,NEU,POS,Compound,Sentiment
In Saint Petersburg now,0.0,1.0,0.0,0.0,NEU
this is what it truly feels like to be in the eyewall of a cat three hurricane,0.0,0.722,0.278,0.6597,POS
power is on. That’s good !,0.0,0.556,0.444,0.4926,POS
where in St Pete,0.0,1.0,0.0,0.0,NEU
Medium rain in Minneola fl. Some wind and picking up.,0.0,1.0,0.0,0.0,NEU
 stay safe.,0.0,0.256,0.744,0.4404,POS
That's about how it was here just a few minutes ago as well... In Sarasota,0.0,1.0,0.0,0.0,NEU
what's going on? Please make a new update!,0.0,0.698,0.302,0.3802,POS
ugghhhh!,0.0,1.0,0.0,0.0,NEU
everyone who tried to down play it for the south… we tried to tell yall now sarsota looks clear and tampa bay is eating it,0.0,0.821,0.179,0.6124,POS
Tell Milton we will not be honoring his reservation!,0.272,0.728,0.0,-0.4577,NEG
indeed ☝️kindly grab Milton by the elbow and escort him off the premises.,0.0,1.0,0.0,0.0,NEU
wins the Milton 2024 comments!,0.0,0.501,0.499,0.6114,POS
We are in the eye in south Sarasota now - all Quiet!,0.0,1.0,0.0,0.0,NEU
Proctor and Honroe,0.0,1.0,0.0,0.0,NEU
my sister was under the eye of Helene. She said it was so unnerving.,0.0,1.0,0.0,0.0,NEU
so so eerie!!! Bee ridge area,0.441,0.559,0.0,-0.6056,NEG
thinking about everyone in its path. I’m so sorry. Please stay safe,0.107,0.555,0.338,0.5771,POS
hang on. You got this. Praying,0.0,0.635,0.365,0.4357,POS
me too then BAM I hope my back porch is still there,0.0,0.775,0.225,0.4404,POS
me too! Upper Clark road.,0.0,1.0,0.0,0.0,NEU
calm before the storm?,0.0,0.566,0.434,0.3182,POS
same here,0.0,1.0,0.0,0.0,NEU
Got me stressed out all the way in Minnesota! My heart goes out to everyone who will be affected by this !,0.194,0.806,0.0,-0.555,NEG
 literally how I feel in iowa!,0.0,1.0,0.0,0.0,NEU
thank godyou took the time to message,0.0,0.706,0.294,0.3612,POS
"This is crazy. Pardon my french. I can hear trees cracking, electricity buzzing, transformers blowing, things crashing. Located in Lealman St. Petersburg",0.101,0.802,0.097,-0.0258,NEU
"I witnesses this during Helene, it was very scary.
Then the water came, and all the car alarms in the neighborhood started going off because they flooded.. so scary.",0.267,0.733,0.0,-0.8437,NEG
"We are in Lealman also, by the cemetery. The winds are scary but I am staying clear of windows. Just hope it calms down soon.",0.065,0.619,0.316,0.8442,POS
stay safe!,0.0,0.239,0.761,0.4926,POS
Now I know what that blue glowing and flickering was,0.0,1.0,0.0,0.0,NEU
scary winds,0.762,0.238,0.0,-0.4939,NEG
same. St Pete downtown,0.0,1.0,0.0,0.0,NEU
It appears Tampa Bay dodged a serious bullet with those pre land fall wobbles with regards to potential storm surge.,0.067,0.933,0.0,-0.0772,NEG
thank you Indian burial grounds. I will definitely be making an offering once this is all over,0.0,0.729,0.271,0.6369,POS
don’t jinx it!! Let’s wait until its over,0.0,1.0,0.0,0.0,NEU
God is good. Prayers for everyone. Thank you Jesus,0.0,0.444,0.556,0.7579,POS
Tampa Bay is taking the major hit with winds and rains,0.0,1.0,0.0,0.0,NEU
We are losing everything.,0.464,0.536,0.0,-0.3818,NEG
 Yeap! Sad for Sarasota and everyone in the Patch.,0.298,0.702,0.0,-0.5255,NEG
Where is it headed after Siesta Key?,0.0,1.0,0.0,0.0,NEU
 the rain they got today was that to rival Ian!!,0.0,1.0,0.0,0.0,NEU
dude!,0.0,1.0,0.0,0.0,NEU
Stream on Hurricane Milton Livestream,0.0,1.0,0.0,0.0,NEU
The Weather Channel has a reporter in Tampa….and someone’s lawn sprinkler system has been working beautifully throughout the live broadcast. Just sayin’. 🤷🏼‍♀️😆🤦🏼‍♀️😎 Praying for you all.,0.0,0.795,0.205,0.7351,POS
"mine came on during Elsa and I made my husband go turn it off,",0.0,1.0,0.0,0.0,NEU
I saw that! Lol ,0.0,0.393,0.607,0.4753,POS
some neighborhoods are controlled by the HOA and/or the landscape vendor I know ours is I have no idea when my grass is watered but it drives me crazy that somehow it can’t be programmed to turn off when heavy rain is expected.,0.108,0.892,0.0,-0.5719,NEG
Winds are insane,0.574,0.426,0.0,-0.4019,NEG
everyone who tried to down play it for the south… we tried to tell yall now sarsota looks clear and tampa bay is eating it,0.0,0.821,0.179,0.6124,POS
Holding on to my hat here in Venice. These sounds are spooky.,0.0,1.0,0.0,0.0,NEU
where in Venice? Our place is in the Plantation. Any storm surge or just intense wind?,0.0,0.9,0.1,0.168,POS
agreed. Here in Venice too,0.0,0.656,0.344,0.2732,POS
yes. The sounds.,0.0,0.426,0.574,0.4019,POS
my aunt is there about 2 miles inland... I'm so worried,0.242,0.758,0.0,-0.4341,NEG
"Yes, the sounds are spooky. Good luck to you. Be safe!",0.0,0.372,0.628,0.8955,POS
Jesus take the wheel,0.0,1.0,0.0,0.0,NEU
I thought that earlier.,0.0,1.0,0.0,0.0,NEU
"I don’t feel any happier, no matter where it heads to. This place may feel safer but it means the other will suffer. Please just be safe.",0.17,0.509,0.32,0.5574,POS
I was crying today because of the upcoming destruction and potential loss of life. For anyone who is a victim to this. Not for myself,0.371,0.629,0.0,-0.8807,NEG
 exactly. ,0.0,1.0,0.0,0.0,NEU
Crazy wind here in Pasco County!,0.35,0.65,0.0,-0.4003,NEG
Dade City,0.0,1.0,0.0,0.0,NEU
yes,0.0,0.0,1.0,0.4019,POS
what part of Pasco?,0.0,1.0,0.0,0.0,NEU
east or west pasco?,0.0,1.0,0.0,0.0,NEU
here in Pinellas too!,0.0,1.0,0.0,0.0,NEU
same here in pinellas ,0.0,1.0,0.0,0.0,NEU
"This Hurricane is Scarier than Halloween.
Keep safe everyone.",0.0,0.734,0.266,0.4404,POS
The noises this hurricane is making worse than horror movies ,0.459,0.541,0.0,-0.7783,NEG
I agree.,0.0,0.0,1.0,0.3612,POS
"So Denis called it from a few nights ago on DPL, shrimp shape sarasota landfall. Winds here in pasco are wicked",0.152,0.848,0.0,-0.5267,NEG
 Of course he did! He’s Denis Phillips!,0.0,1.0,0.0,0.0,NEU
I'm in Hernando County and the winds are wild,0.0,1.0,0.0,0.0,NEU
Rough out here in St. Pete. Heavy rain and wind.,0.0,1.0,0.0,0.0,NEU
everyone who tried to down play it for the south… we tried to tell yall now sarsota looks clear and tampa bay is eating it,0.0,0.821,0.179,0.6124,POS
"Palmetto here, sounds crazy out there. We still have power as of now.",0.167,0.833,0.0,-0.34,NEG
winds are horrible in Parrish snd we lost power about 30 minutes ago.,0.345,0.655,0.0,-0.7003,NEG
Spring Hill is getting hammered!,0.0,1.0,0.0,0.0,NEU
I’m in Spring Hill and it’s scary I couldn’t imagine being closer. Did you lose power ?,0.312,0.688,0.0,-0.7096,NEG
how far is Spring Hill from Tampa bay,0.0,1.0,0.0,0.0,NEU
Pasco/Hernando corner by county line and 41 is wild right now!,0.0,1.0,0.0,0.0,NEU
yes we are.,0.0,0.426,0.574,0.4019,POS
And it ain't over yet,0.0,1.0,0.0,0.0,NEU
