Comments,NEG,NEU,POS,Compound,Sentiment
We have lost power. It’s mighty windy and rainy here in New Port Richey!,0.245,0.755,0.0,-0.4389,NEG
what part of new port richey?? i have my camper on my property in moon lake and im trying to see if its gonna be a total loss ??,0.111,0.889,0.0,-0.504,NEG
"ARE you evacuating? My grandson is there, but I have no info from him.",0.189,0.811,0.0,-0.4215,NEG
NPR still have power,0.0,1.0,0.0,0.0,NEU
"I’m sorry,hang in there",0.0,1.0,0.0,0.0,NEU
"We have gotten hammered in Vero Beach. Lots of tornadoes and flooding, and we are on the east side of the state.",0.0,1.0,0.0,0.0,NEU
My home town. Sending you love from across the state in High Springs.,0.0,0.741,0.259,0.6369,POS
thinking of you all from here in Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿 sending healing to diminishing it,0.0,1.0,0.0,0.0,NEU
Watching from Jupiter now … evacuated fr Sarasota,0.0,1.0,0.0,0.0,NEU
Wish we would hear a little more info on Hernando county. - I thought the northern side of the hurricane was supposed to be less crazy - it’s getting pretty wild out here,0.062,0.765,0.173,0.5849,POS
"even worse now an hour later.
Denis Phillips - when can we expect a reprieve in SW Spring Hill??",0.178,0.822,0.0,-0.5362,NEG
So what winds are we looking at for St Pete,0.0,1.0,0.0,0.0,NEU
100mph gusts,0.0,1.0,0.0,0.0,NEU
I'm in St. Pete too,0.0,1.0,0.0,0.0,NEU
yes,0.0,0.0,1.0,0.4019,POS
We moved from Pinellas to Pasco. Massive gusts here. Lost power. Hoping for the best! ,0.107,0.556,0.338,0.7177,POS
same. I'm glad I don't live in Pinellas anymore. What a storm!,0.0,0.732,0.268,0.5093,POS
We are in Pasco in Land o Lakes. Strong gusts and a ton of rain with a lot more to come. Still have power for now,0.0,0.87,0.13,0.5106,POS
 where in pasco? TY,0.0,0.474,0.526,0.516,POS
We’ve lost power and have sustained minor damage to our house already due to the winds. Praying for everyone’s safety! ,0.214,0.591,0.196,-0.126,NEG
siding or shingles ? I'd bandaid it if I could before the hurricane hits,0.0,1.0,0.0,0.0,NEU
 same and I'm in New Port Richey,0.0,1.0,0.0,0.0,NEU
what area are you ?,0.0,1.0,0.0,0.0,NEU
praying for you,0.0,0.444,0.556,0.3612,POS
 how many miles inland?,0.0,1.0,0.0,0.0,NEU
location?,0.0,1.0,0.0,0.0,NEU
where are you?,0.0,1.0,0.0,0.0,NEU
Where are you.,0.0,1.0,0.0,0.0,NEU
I'm in Oneco and hearing those God awful winds. Believe it or not there is a guy standing outside his house with his phone filming the weather in my neighborhood. I hope he knows about the pressure of opening closing doors during this kind of weather.,0.104,0.797,0.1,-0.0516,NEG
I thought it was moving thru and supposed to be further inland by 2 am? So many conflicting stories. Who knows what to believe.,0.124,0.876,0.0,-0.4549,NEG
weather is so unpredictable!,0.0,1.0,0.0,0.0,NEU
it’s moved in faster then expected supposed to slow down around 930 or 10,0.0,1.0,0.0,0.0,NEU
 I know. Too many talking heads and big egos. I wish they were all like Denis Phillips,0.0,0.714,0.286,0.6369,POS
"EXACTLY. Denis Phillips is not being very specific, all very general terms.",0.0,1.0,0.0,0.0,NEU
maybe this will help.,0.0,0.526,0.474,0.4019,POS
" it's a hurricane they have a mind of their own. It made an unexpected turn north, then a hard right east. Moving pretty fast and we'll feel it until 1-2am they think. Coming in just south of the mouth of the bay. They are very unpredictable until they get close and even then they can surprise the experts, like tonight. That North jog was unexpected.",0.021,0.863,0.116,0.7506,POS
Prayers for all of Florida #FloridaStrong,0.0,1.0,0.0,0.0,NEU
I got one..,0.0,1.0,0.0,0.0,NEU
115+mph winds headed our way,0.0,1.0,0.0,0.0,NEU
got that one too.,0.0,1.0,0.0,0.0,NEU
Dennis said that’s not good ! I got one too !!,0.291,0.709,0.0,-0.5076,NEG
me too,0.0,1.0,0.0,0.0,NEU
"Dennis, can you post a live shot of the radar and put online so we can see exactly where the storm is were in Sarasota without electric or radar",0.0,1.0,0.0,0.0,NEU
I'm in manatee county!! It's getting crazy here!,0.319,0.681,0.0,-0.5067,NEG
 it sure is!!,0.0,0.41,0.59,0.4374,POS
be safe. My sister is in N Sarasota,0.0,0.674,0.326,0.4404,POS
 hoping you are safe ,0.0,0.26,0.74,0.6908,POS
yep it is,0.0,0.476,0.524,0.296,POS
Me too! We just lost power!,0.366,0.634,0.0,-0.4374,NEG
Insane winds in East Bradenton right now... Gusty.,0.278,0.722,0.0,-0.4019,NEG
are you by Parrish? We have family there,0.0,1.0,0.0,0.0,NEU
