Comments,NEG,NEU,POS,Compound,Sentiment
I just got the automated call from the county..I'm in Winter Haven,0.0,1.0,0.0,0.0,NEU
"Oh good, we’re right in the red box ",0.0,0.707,0.293,0.4404,POS
My Son is out there and said it’s getting rough out there near Kathleen. I’m trying not to panic.,0.0,0.869,0.131,0.4023,POS
"We evacuated from Venice to Davenport, is this where it’s showing on the map?",0.0,1.0,0.0,0.0,NEU
Are we still getting a cat 5?,0.0,1.0,0.0,0.0,NEU
THE EYE SHOULD BE ON LAND BY NOW,0.0,1.0,0.0,0.0,NEU
thank you! I hope you are safe,0.0,0.259,0.741,0.8221,POS
THE WINDS HERE IN CLEARWATER HAS TO BE OVER 100MPH,0.0,1.0,0.0,0.0,NEU
SEEM LIKE IT HERE IN CLEARWATER,0.0,0.667,0.333,0.3612,POS
supposed to be a 3,0.0,1.0,0.0,0.0,NEU
oh God ! I hope so,0.0,0.274,0.726,0.6476,POS
Why aren’t you on the broadcast? I’ve never been through a hurricane here without watching and listening to you. You’re better by yourself than these two guys together who are on now. We trust and need you!,0.0,0.84,0.16,0.7574,POS
"considering Denis has been with us for days straight now, perhaps he is just needing a quick nap",0.0,0.894,0.106,0.2263,POS
 I miss him too and am guessing (and hoping) he is resting so he can power us through overnight.,0.086,0.914,0.0,-0.1531,NEG
he has to rest sometimes,0.0,1.0,0.0,0.0,NEU
Still praying for the entire Alford clan !!,0.0,0.694,0.306,0.4738,POS
Might have lost his voice.,0.365,0.635,0.0,-0.3182,NEG
Ty for all the quick k updates on exact location !,0.0,0.734,0.266,0.4389,POS
Dennis great job posting about the tornado warnings but I think you need a double shot of Dr Pepper so you can multi task lol What is the new time of impact and any wobbling going on ? Updated wind gusts for Pasco and Hernando Counties?,0.033,0.83,0.137,0.7193,POS
What's Miltons projected path looking like for the 3pm forcast? Thank you,0.0,0.667,0.333,0.6124,POS
he took a PTO day remember lol,0.0,0.641,0.359,0.4215,POS
"Denis Phillips, we have no power in our community, Cypress Mill, Sun City Center. Thanks for the updates on FB.",0.095,0.779,0.126,0.1779,POS
My friend just posted a pic of this one from Ft. Meyers!!!!!!!,0.0,0.696,0.304,0.6562,POS
 this is absolutely terrifying,0.571,0.429,0.0,-0.6115,NEG
may I share this?!,0.0,0.445,0.555,0.3595,POS
sure,0.0,0.0,1.0,0.3182,POS
 it’s okeechobee. Yikes,0.0,1.0,0.0,0.0,NEU
thank u for the clarification!,0.0,0.518,0.482,0.4199,POS
omg,0.0,1.0,0.0,0.0,NEU
"Hey, he did preempt General Hospital today.",0.0,1.0,0.0,0.0,NEU
Tornadoes touching down all over Okeechobee and they are huge.,0.0,0.796,0.204,0.3182,POS
my daughter is in that area. Praying for you'll,0.0,0.762,0.238,0.3612,POS
my friend was on the road then and had to outrun it.,0.0,0.775,0.225,0.4939,POS
Any live updates or video from landfall?,0.0,1.0,0.0,0.0,NEU
Fun times,0.0,0.233,0.767,0.5106,POS
Are you going live anytime soon?,0.0,1.0,0.0,0.0,NEU
What the heck happened to that trough/wind shear??,0.0,1.0,0.0,0.0,NEU
"Tornadoes in Fort Myers too, one went across Colonial, another off of corkscrew",0.0,1.0,0.0,0.0,NEU
your neck of the woods,0.0,1.0,0.0,0.0,NEU
oh yeah good shii,0.0,0.282,0.718,0.6249,POS
🙏🏼’ing for you ,0.0,1.0,0.0,0.0,NEU
