Comments,NEG,NEU,POS,Compound,Sentiment
Here is the list of our radio partners that will simulcast our coverage when power outages begin.,0.0,1.0,0.0,0.0,NEU
"thank you so much for all you do. We are in Citrus County, raining hard here. I tried all those radio stations, can’t get any of them here. ☹️Prayers for everyone. ",0.044,0.878,0.078,0.2732,POS
 I have Apple Music and I know there are stations across the country you can listen to live Is any of these better then the other ? I’m in Louisville KY but have family in the area ! Thanks for keeping everyone informed ,0.0,0.859,0.141,0.7263,POS
" thank you Denis, I was going to ask what are the radio station partners. Thank you for your amazing work! Your appreciated!!",0.0,0.567,0.433,0.9182,POS
Thank you for keeping us informed and prepared!,0.0,0.561,0.439,0.5707,POS
Thank you so much for everything you do to inform us about a hurricane. I setup my emergency radio and this is a big help.,0.097,0.709,0.194,0.3818,POS
thank you! I have a weather radio and have been looking for this!,0.0,0.764,0.236,0.4738,POS
thanks you! On the ball as always. I was just going to ask so I could set my little emergency radio up,0.098,0.766,0.136,0.2228,POS
you're awesome!!,0.0,0.176,0.824,0.6892,POS
" as always,thank you Denis for your calm reporting. Take care. I hope you and your family stay safe.",0.0,0.535,0.465,0.8834,POS
Thank you! We had no idea where to go to listen!!,0.151,0.617,0.232,0.2905,POS
"All his life I’m sure people have misspelled Denis’ name. After these past few weeks, autocorrect will change the usual spelling of Dennis to one N. Thanks for all you’re doing my friend.",0.0,0.781,0.219,0.8126,POS
"not only prepared our home but we are loaded and ready to serve in areas impacted the worst by Milton. Best of luck to all news crews, first responders, nurses and doctors and every citizen in the path of Milton.",0.127,0.636,0.237,0.7945,POS
I’ve been wondering how many hits his page has gotten over the last 2 weeks. I’m checking at least 50 times a day. Lol,0.0,0.882,0.118,0.4215,POS
Great point!,0.0,0.185,0.815,0.6588,POS
finally! I can use his name as a reference ,0.0,1.0,0.0,0.0,NEU
"All my life, I’ve misspelled Milton, too! I used to think it was spelled M-I-L-T-O-N, but now I know it’s spelled WTFFFMOTHERFUUUHHH. My bad! ",0.203,0.797,0.0,-0.7457,NEG
"that actually had been happening to me for months now. I only noticed because every time I text or reference my friend Dennis, it doesn't spell his name right (and talk to type did it again and I just had to add an 'n'). ",0.0,0.926,0.074,0.4939,POS
are you thanking autocorrect or Denis?,0.0,1.0,0.0,0.0,NEU
"Denis, you have been, and will be, a guiding light through the storm and I’m sure we will all come through it with flying colors. As you said we’ve prepared for the worst and now we sit and wait.",0.095,0.808,0.097,-0.2263,NEG
"the other guy on ABC doesn't hold a candle to Denis. I just now listened to him droling on, and he successfully filled me with dread with all his negativity. Get rid of that Greg guy! He's terrible!!",0.226,0.704,0.07,-0.795,NEG
here here!!! Agree!!,0.0,0.353,0.647,0.5673,POS
"All we can do is give it over, y’all. Thank you, Denis Phillips, for your dedication and fierce determination to keep us informed and safe",0.0,0.731,0.269,0.7964,POS
"you can do more than ""give it over"". People can keep hurricane proofing and preparing and evacuate to a shelter if they need to.",0.0,1.0,0.0,0.0,NEU
exactly! ,0.0,1.0,0.0,0.0,NEU
Thank you Denis Phillips for always providing great info and insight without the panic. We appreciate you in Lakewood Ranch!,0.0,0.565,0.435,0.9061,POS
my college roommate lives in Lakewood Ranch. Her husband is a firefighter. They are staying. Praying for y’all!,0.0,0.851,0.149,0.4199,POS
"Thank you, Denis Phillips
I know you must be beyond exhausted after the last couple weeks. We appreciate your dedication to your craft and to this community.",0.081,0.749,0.169,0.4019,POS
Could all that rain before the hurricane block the sheer?,0.244,0.756,0.0,-0.4404,NEG
 no the rain wouldn't if it was still really going to run into the sheer but they already said it really won't be touching the wind sheer because of that weird eastwardly move it did yesterday that's why it's now predicted to hit land at a 4 instead of a 3.,0.074,0.926,0.0,-0.3919,NEG
no.,1.0,0.0,0.0,-0.296,NEG
I just want to say Thank you Denis for giving us the straight scoop and nothing more. It's so refreshing. You and your team are very much appreciated. Good luck to everybody.,0.0,0.542,0.458,0.9472,POS
Curious how quickly once it hits land will it weaken.,0.214,0.611,0.176,-0.128,NEG
" Its going pretty fast, so will maintain its energy, listed as CAT1 as it EXITS back over the Atlantic - 2 PM thursday - maintaining hurricane status across the whole state",0.0,0.831,0.169,0.6486,POS
yesterday at 11pm it had it as a cat 1 in the middle of the state,0.0,1.0,0.0,0.0,NEU
 It's forecast to be a 1 still after it crosses the state but I bet it will be a 2,0.0,1.0,0.0,0.0,NEU
they keep telling us it’s a monster-I don’t think it’s going to weaken much-I bet it tears through the state at a Cat 3+,0.19,0.81,0.0,-0.5719,NEG
"Are the hotels going to be OK in the downtown Sarasota and bayfront area????
I know they are all having people in them right now for example, the Westin is completely sold out tonight",0.0,0.892,0.108,0.5984,POS
" no one can answer that. A major wobble could send the storm far enough away to not be as dangerous, or it could come straight in and destroy the entire downtown.",0.158,0.719,0.123,-0.3063,NEG
Denis Phillips- when you mention the worst winds extending 30 miles - is that the width of the eye wall itself or is that 30 miles from the center of the eye (which would double the size of the worst winds)? Thank you!!,0.175,0.776,0.05,-0.8065,NEG
For Polk county emergency broadcast tune in to WPCV 97.5,0.224,0.776,0.0,-0.3818,NEG
"Thank you, Nancy. Stay safe. ",0.0,0.357,0.643,0.6597,POS
"If power inevitably goes out, I have a radio. Can I listen to Denis updates or something reliable for the Lakeland area? Denis Phillips",0.0,1.0,0.0,0.0,NEU
Thank you so much Denis for all of your informational updates throughout this. Its been an emotional roller coaster but you've been the calm before the storm for your community and we certainly appreciate you!!,0.0,0.694,0.306,0.9049,POS
"Polk County is now at what Cat Denis Phillips that’s what I’m wondering, going with a cat 3 in my gut",0.0,1.0,0.0,0.0,NEU
 in Davenport in townhome just moved here from sc do you think it should be safe or should I go to shelter,0.0,0.873,0.127,0.4404,POS
 yesterday at 11pm it had cat 1 for Polk. Hoping for 1 or 2. Maybe next map will show it again.,0.0,0.865,0.135,0.4215,POS
"cat 1-2
",0.0,1.0,0.0,0.0,NEU
 I will take that over a 4,0.0,1.0,0.0,0.0,NEU
#4 is absolutely wild to me as someone that grew up in the area and lived through several hurricane days that ended up being nothing. We started to think the gulf coast was charmed,0.0,0.917,0.083,0.4588,POS
I've lived here my whole life. Almost 38 years and never seen anything like this. I've been thru many hurricanes but nothing like Helene or Milton. I lost my home and all my belongings in Helene.,0.183,0.817,0.0,-0.7327,NEG
 someone Disturbed the Indian burial ground.... I think the Tocobaga Indian Spirits may have gotten angered ,0.312,0.688,0.0,-0.7096,NEG
last July they dug up Indian burrial ground to build a driveway ,0.0,1.0,0.0,0.0,NEU
I'm curious as to why do most hurricanes hit at night? Is it just me or is it a commonality?,0.0,0.871,0.129,0.3939,POS
I don't think it matters. There's been plenty of daytime hurricane landfalls. They don't just stop and wait for it to be nighttime to strike. ,0.101,0.825,0.074,0.0808,POS
I'm wondering this as well,0.0,0.656,0.344,0.2732,POS
I always wonder that too! It is annoying I need to see what is happening. Piece of mind thing! Ugh,0.275,0.725,0.0,-0.7256,NEG
"It's at night when the upper and middle part of the atmosphere cools (because the sun is not there to heat it up) and that releases energy in the storms, which turns into winds and moisture.
With the increased winds and moisture, storms become stronger, likely pushing them further along their paths toward land.
And there's no proven scientific correlation really and one of the worse Katrina blew in several years ago at 6:10 a.m.",0.065,0.853,0.083,0.128,POS
just bad luck,0.467,0.133,0.4,-0.128,NEG
"Thank you so much for your tireless work during these times! You are a great HUMAN … I thank you for doing what you do and going SOON FAR above and beyond what just your job duties actually are!
Stay safe my friend.. and as you always say, we’ll get through this together…",0.0,0.785,0.215,0.9115,POS
He's a Tampa Bay treasure!,0.0,0.546,0.454,0.3595,POS
Thank you ! We have loved our piece of paradise for the past 6+ years and this is heart breaking. Stay safe everyone. #Floridastrong We appreciate all you do. My family has been glued to your updates.,0.0,0.653,0.347,0.9476,POS
"we’re with you in spirit, know that",0.0,0.779,0.221,0.1779,POS
Thank you Denis Phillips. I am praying for us all and I hope you get some well needed rest before landfall. We appreciate you so much,0.0,0.599,0.401,0.8934,POS
