Comments,NEG,NEU,POS,Compound,Sentiment
"We are in Riverview we lost power
The wind and rain are violently battering the windows we’re ok we’re praying it doesn’t get too bad also praying for everyone else 🙏🏽❤️‍🩹
Thanks for your consistent accurate reporting it was extremely helpful you deserve a raise after this! God bless & Stay safe",0.137,0.556,0.307,0.8738,POS
same here in Riverview,0.0,1.0,0.0,0.0,NEU
same here be safe I'm riverview also now I'm scare,0.227,0.567,0.206,-0.0772,NEG
"Update from my very humble son~
“There were a few other guys there. It wasn’t all that crazy. I didn’t have to go under the house or anything. Just had to help move some stuff.”
This afternoon my son saved a man and his son from a tornado wrecked house.
He pulled them out from under the house. There were two onlookers",0.038,0.874,0.087,0.4767,POS
a proud mama you must be,0.0,0.563,0.437,0.4767,POS
where?,0.0,1.0,0.0,0.0,NEU
praise God for your son!,0.0,0.334,0.666,0.7177,POS
a hero!!,0.0,0.0,1.0,0.6351,POS
Watching you from Vermont. I lived in South Tampa for 24 years. I used to go to Siesta Key often with my family.,0.0,1.0,0.0,0.0,NEU
watching from Morrisville VT. My daughter lives in St Pete Beach and evacuated to Sun City Center for the storm,0.0,1.0,0.0,0.0,NEU
I just moved from MILTON Vermont to St. Petersburg in May..,0.0,1.0,0.0,0.0,NEU
we have vacationed in Siesta Key for the last 46 years,0.0,1.0,0.0,0.0,NEU
"native Vermonter here! 🙋🏼‍♀️
We’re getting whipped here in Wesley Chapel/Tampa right now! But I’ll still take this over 8 months of snow and rain!",0.0,1.0,0.0,0.0,NEU
"which part of Vermont? I relocated to the Tampa area in 2019 from Proctor, VT!",0.0,1.0,0.0,0.0,NEU
moved to Weeki Wachee from Vermont 3 years ago,0.0,1.0,0.0,0.0,NEU
How is it in Tampa,0.0,1.0,0.0,0.0,NEU
just read Vermont is the safest state in regard to natural disasters,0.202,0.506,0.292,0.1531,POS
I can't imagine that area right now. Stay safe everyone,0.0,0.734,0.266,0.4404,POS
one of the most beautiful places in Florida!,0.0,0.609,0.391,0.6689,POS
imagine only little sand left on the beaches. It has to now be cleaned before being put back.,0.0,1.0,0.0,0.0,NEU
I pray for everyone’s safety 🙏🏼🙏🏼🙏🏼 surround them in your light Lord. Protect them all,0.0,0.588,0.412,0.7717,POS
Amen,0.0,1.0,0.0,0.0,NEU
 Amen! 🙏🏼Thank you for that!,0.0,1.0,0.0,0.0,NEU
Thank you. Prayers are very welcomed!,0.0,0.422,0.578,0.6689,POS
#1 beach in the UNITED States! She will rise from the ashes of Milton and reclaim all her glory.,0.0,0.699,0.301,0.8087,POS
 i hope so.,0.0,0.256,0.744,0.4404,POS
yes we will !,0.0,0.401,0.599,0.4574,POS
We ALL will! ,0.0,1.0,0.0,0.0,NEU
This is the craziest category 3. We are in a neighborhood by Lake Manatee and the Dam in East Bradenton and it is howling!,0.064,0.936,0.0,-0.126,NEG
 definitely a super intense 3 ,0.0,0.0,1.0,0.7845,POS
I hate it!! Nothing like we have ever had before !,0.489,0.511,0.0,-0.7708,NEG
it's like an indecisive 3. Lol,0.194,0.291,0.515,0.5106,POS
sounds like someone being dragged to hell. It’s gnarly.,0.406,0.42,0.175,-0.5106,NEG
oh gosh praying that it doesn’t give way.,0.0,0.737,0.263,0.3612,POS
"“CAT 3: 111-129 mph winds Devastating damage will occur: Well-built framed homes may incur major damage or removal of roof decking and gable ends. Many trees will be snapped or uprooted, blocking numerous roads. Electricity and water will be unavailable for several days to weeks after the storm passes.”",0.228,0.772,0.0,-0.9231,NEG
They’ve already been through so much with Helene. Praying hard for Siesta Key,0.094,0.738,0.168,0.2732,POS
it’s a little late for that. Time to think about how you can help.,0.0,0.816,0.184,0.4019,POS
Landfall made in siesta key.,0.0,1.0,0.0,0.0,NEU
Is it still going to drop to a 2 or 1 for central fl?,0.174,0.826,0.0,-0.2732,NEG
looks like it should be a solid 1 by the time it makes Orlando.,0.0,0.709,0.291,0.4767,POS
I think so. If it dropped from a Cat 5 to a 3 over here,0.0,1.0,0.0,0.0,NEU
it’s probably already a 2 and will drop to a 1 quickly,0.231,0.769,0.0,-0.2732,NEG
Unless your hurricane Charley,0.0,1.0,0.0,0.0,NEU
Keep safe everyone ,0.0,0.408,0.592,0.4404,POS
Denis what does this mean about the surge?,0.0,1.0,0.0,0.0,NEU
" we are having a reverse surge. Tampa Bay is draining and causing flooding. The worst storm surge was south where landfall was, Siesta Key.",0.157,0.843,0.0,-0.6249,NEG
winds and flooding is rough here. Surge was on our side.,0.0,1.0,0.0,0.0,NEU
I believe he said 10-12 miles south of the eye is the worst surge... if I recall correctly.,0.215,0.785,0.0,-0.6249,NEG
Dennis Phillip just said it on live TV now it’s gonna be a lot lower because it made landfall in Siesta Key,0.099,0.901,0.0,-0.296,NEG
"We just went through the eye and it was incredible! So calm, no rain, everything was dead still. Amazing!",0.256,0.522,0.222,-0.2428,NEG
it's so quiet right now. Holding my breath....,0.0,1.0,0.0,0.0,NEU
what was it like getting to the eye? We are getting HAMMERED in south west Polk,0.0,0.857,0.143,0.3612,POS
we are in it right now...so calm and quiet. It's eery! It is lingering over us!,0.101,0.745,0.154,0.2462,POS
so glad you’re safe!,0.0,0.229,0.771,0.7749,POS
how long does this take? Being in the eye I mean!,0.0,1.0,0.0,0.0,NEU
Love my hometown. Thinking of my friends that live on Siesta. #flstrong #siestakey,0.0,0.601,0.399,0.8074,POS
still have power!!,0.0,1.0,0.0,0.0,NEU
We are in the eye now. It’s so peaceful.,0.0,0.66,0.34,0.6269,POS
pretty eerie isn’t it? It is a surreal experience to be in em,0.159,0.637,0.204,0.1779,POS
great. God bless,0.0,0.0,1.0,0.8402,POS
It’s crazy but we thought the same thing when the eye went through with Irma. Eerie.,0.261,0.739,0.0,-0.6059,NEG
that's why people think is over and get out of their houses. Be safe,0.0,0.818,0.182,0.4404,POS
yeah I remember that w Wilma! Very eerie,0.332,0.431,0.237,-0.2228,NEG
"please stay safe, is it out now?",0.0,0.49,0.51,0.6369,POS
where r u?,0.0,1.0,0.0,0.0,NEU
do you have a video?,0.0,1.0,0.0,0.0,NEU
so scary I’m sure! Will the storm return ?,0.307,0.486,0.208,-0.3007,NEG
"Bummer but it had to make landfall somewhere, hopefully Siesta Key comes back stronger than ever , best quartz sand beaches!",0.058,0.519,0.423,0.9223,POS
If there's quartz there...definitely Government manipulative weather!! ,0.0,1.0,0.0,0.0,NEU
the worst part is that Helene already punched us and this is a knock out.,0.24,0.76,0.0,-0.6249,NEG
"Breathing a teeny sigh of relief, mobile home owner. Tampa Bay. Praying for everyone!!",0.0,0.579,0.421,0.7418,POS
I have a mobile home in Largo I’m very worried with those winds,0.2,0.8,0.0,-0.3597,NEG
The north side of the eye has high wind and rain. This isn't over yet.,0.0,1.0,0.0,0.0,NEU
"north side, pretty bad winds for an other few hours",0.238,0.544,0.218,-0.0772,NEG
I’m assuming you’re home and everything’s OK? I’m confused but very happy you’re breathing a sigh of relief.,0.062,0.454,0.483,0.9023,POS
 same here. Very worried about my home,0.294,0.706,0.0,-0.3597,NEG
where is your house? Palm Harbor?,0.0,1.0,0.0,0.0,NEU
What is happening in Bradenton near Cortez and the Sarasota bay?,0.0,1.0,0.0,0.0,NEU
in Sarasota no power not much wind right now very little rain,0.167,0.833,0.0,-0.296,NEG
I live by IMG. Still have power. Winds seemed to have calmed down. All is well here.,0.0,0.749,0.251,0.5719,POS
not much rain but the wind is HOWLING. Transformers blowing up and down every street. Some trees down.,0.0,1.0,0.0,0.0,NEU
how is flooding around Cortez?,0.0,1.0,0.0,0.0,NEU
Lord protect everyone in it's path,0.0,0.658,0.342,0.3818,POS
In the name of Jesus storm be calm 🙏🏼 praying for my beautiful state,0.0,0.558,0.442,0.8271,POS
i touch and agree with you in Jesus Name Amen ,0.0,0.762,0.238,0.3612,POS
yes Lord,0.0,0.27,0.73,0.4019,POS
The Indians protected Tampa Bay again!,0.0,0.61,0.39,0.4926,POS
some idiot dug up a burial mound to excavate his property. Spirits are pissed.,0.405,0.595,0.0,-0.8176,NEG
this is the craziest thing I’ve ever experienced. We live in Sarasota. I’ll never stay for another one … a 2 maybe ….anything more it’s a NO,0.174,0.826,0.0,-0.5285,NEG
I grew up on the coast in AL. I have been through my fair share of hurricanes. I always say anything over 2 and I’m out. Evacuation zone or not.,0.0,0.842,0.158,0.5423,POS
were in the eye right now its crazy!!!! zero wind or sound its so werie,0.0,1.0,0.0,0.0,NEU
 Stay safe ,0.0,0.256,0.744,0.4404,POS
you made me laugh. As a life long resident I have been where you were and feel the same. I had that experience with Charlie and I was outa there for this one knowing it had a good chance of knocking at our doors.,0.0,0.809,0.191,0.8176,POS
nasty here in Deland! And we are still so far from it! Crazy.,0.374,0.626,0.0,-0.7639,NEG
North Sarasota and there is no wind at all. Eye of the storm?,0.155,0.845,0.0,-0.296,NEG
yes but I'm watching them live and they said the worst seems to be over for y'all. There's nothing really behind the eye on this one. Little bit of wind. Y'all lucked tf out if so,0.127,0.744,0.129,-0.2382,NEG
Is this it?,0.0,1.0,0.0,0.0,NEU
"Yes, please be safe",0.0,0.112,0.888,0.7845,POS
yes,0.0,0.0,1.0,0.4019,POS
yes you are in the eye,0.0,0.649,0.351,0.4019,POS
 In Ohio praying for you all!,0.0,0.642,0.358,0.4199,POS
Praying from MO for you all ,0.0,0.667,0.333,0.3612,POS
I’m 1.8 miles from Siesta Key in Gulf Gate Estates and it’s quiet. No more winds and no rain.,0.215,0.785,0.0,-0.5667,NEG
We were in the eye ! Hold on here it comes back again 😩 Stay safe ,0.0,0.803,0.197,0.4926,POS
you’re in the eye,0.0,1.0,0.0,0.0,NEU
let us know how it is in Gulf Gate. Praying for you. Love it there.,0.0,0.66,0.34,0.7717,POS
the eye is the center that’s the calmest it’s the eye wall you need to be afraid of and the right quadrant is the strongest as well,0.0,0.759,0.241,0.765,POS
 was the wind really bad. They said 95 then they said landfall. I am in Osprey. Still in eye. Less wind here than Ian,0.147,0.853,0.0,-0.5849,NEG
did you have 120 winds. We didn’t in Osprey where I am.,0.0,1.0,0.0,0.0,NEU
"We now have heavy winds and some rain. We lost power and WiFi early on, on my side of the street but across the street has power.",0.06,0.94,0.0,-0.1655,NEG
in the eye…it’s a big eye,0.0,1.0,0.0,0.0,NEU
South of the eye is calm. North is getting hammered,0.0,0.796,0.204,0.3182,POS
When will the hurricane end,0.0,1.0,0.0,0.0,NEU
it just started. You have a few hours to go,0.0,1.0,0.0,0.0,NEU
should be done tomorrow,0.0,1.0,0.0,0.0,NEU
So Tampa bay still good for now direct hurricane?,0.0,0.734,0.266,0.4404,POS
Not spared of much... ,0.0,1.0,0.0,0.0,NEU
"yes, made landfall already. No direct hit. Still get effects",0.171,0.62,0.209,0.128,POS
"no, the worst effects are to the north of the eye. You have a way to go.",0.31,0.69,0.0,-0.743,NEG
No direct hit to Tampa bay.,0.306,0.694,0.0,-0.296,NEG
I live in Wesley Chapel and the winds are really picking up. Anyone know the speed?,0.0,1.0,0.0,0.0,NEU
Listening to the winds and rain going through the pool cage and hitting the window is nerve recking.,0.0,1.0,0.0,0.0,NEU
Speed is around 40ish id say,0.0,1.0,0.0,0.0,NEU
"that’s where I am, the wind is wild",0.0,1.0,0.0,0.0,NEU
 I’m measuring 32mph in WC,0.0,1.0,0.0,0.0,NEU
my husband said 73mph gusts,0.0,1.0,0.0,0.0,NEU
same it's intense,0.0,0.606,0.394,0.0772,POS
I’m in Dade City and the winds are really bad. How long are these high winds going to last?,0.174,0.826,0.0,-0.5849,NEG
About what time will it hit Orlando?,0.0,1.0,0.0,0.0,NEU
Denis can we get wind updates please? Curious about how high the winds are in Pasco,0.0,0.753,0.247,0.5574,POS
 I second this,0.0,1.0,0.0,0.0,NEU
I’m in Pasco and it’s insane! It sounds like a freight train nonstop here. I am also curious of wind speed!,0.112,0.664,0.224,0.3987,POS
Am wondering if they’ve lost power and communications.,0.247,0.753,0.0,-0.3182,NEG
I've been using the zoom earth app and you can see wind speed and wind gusts for any city (and much more). I saw others comment about it and I just started using it a few hours ago.,0.0,1.0,0.0,0.0,NEU
same like what’s going on in pasco,0.0,0.706,0.294,0.3612,POS
Around what time will Milton be going over Lakeland?,0.0,1.0,0.0,0.0,NEU
 same question,0.0,1.0,0.0,0.0,NEU
rain and wind in Lakeland now,0.0,1.0,0.0,0.0,NEU
We are feeling it a little bit for sure and is not even in Lakeland yet.,0.0,0.786,0.214,0.3687,POS
Following,0.0,1.0,0.0,0.0,NEU
Sarasota beeridge area is silent no wind blowing at all,0.196,0.804,0.0,-0.296,NEG
"also, once the eye passes, it will start up again",0.0,1.0,0.0,0.0,NEU
I’m in Countryside near Oldsmar and the wind here is crazy!,0.212,0.788,0.0,-0.4003,NEG
that’s what happens when the eye passes over,0.0,1.0,0.0,0.0,NEU
are you guys ok?,0.0,0.577,0.423,0.296,POS
Praying for everyone,0.0,0.444,0.556,0.3612,POS
Wtf are the blue flashes? I'm just gonna put this out there.. Ive seen lightning and transformers but these blur flashes??,0.128,0.872,0.0,-0.4479,NEG
"it’s usually caused by damaged power equipment. Could also be blue jets, a phenomenon related to thunderstorms, but damaged power lines or transformers is more likely if I recall correctly",0.182,0.818,0.0,-0.7003,NEG
Saw these in Port Richey a bit ago too.,0.0,1.0,0.0,0.0,NEU
could be down power lines which can arc blue or green,0.0,1.0,0.0,0.0,NEU
probably transformers blowing,0.0,1.0,0.0,0.0,NEU
seen the same… bizarre!!,0.49,0.51,0.0,-0.4374,NEG
blowing transformers?,0.0,1.0,0.0,0.0,NEU
yes! We have too,0.0,0.501,0.499,0.4574,POS
"Lost power over here in Brandon area, it’s super windy outside and sounds a bit wild.",0.12,0.677,0.203,0.3818,POS
my son is there near the golf course. Im worried. ,0.196,0.804,0.0,-0.296,NEG
It is brutal out there. Be safe. ,0.342,0.417,0.242,-0.296,NEG
Suddenly silent here in Sarasota near Bee Ridge and 75. In the eye?,0.0,1.0,0.0,0.0,NEU
"Yes. Stay inside. It's tempting to go out when it's calm, but it's literally the calm before the storm hits again",0.0,0.736,0.264,0.6652,POS
yes,0.0,0.0,1.0,0.4019,POS
Winds picking up again for round 2 over in Riverview HS area,0.0,1.0,0.0,0.0,NEU
Watching from Winter Garden and Chad Mills was reporting live - I almost fell off my couch! I was his middle school science teacher in Ft. Walton Beach. So proud of him! 😍 Tell him Mrs. Cohn says Hi!,0.0,0.888,0.112,0.645,POS
love this so much ,0.0,0.417,0.583,0.6369,POS
the joy of a teacher!,0.0,0.423,0.577,0.6239,POS
how are things looking in winter garden?,0.0,1.0,0.0,0.0,NEU
how cool is that,0.0,0.566,0.434,0.3182,POS
I’m in Lakewood Ranch. We are in there as the wind calmed down. Everyone in most LWR lost power. Ours went out a few times but came back on. I don’t want to assume it’s over. I’m sure isn’t after watching DPL.,0.041,0.818,0.141,0.5285,POS
the backend is going to be a little bit worse than what we already experienced. Just hang in there for a few more hours. We still have power for now ,0.095,0.905,0.0,-0.4256,NEG
remember that the eye is calm. All that spins around it is the dangerous part,0.168,0.707,0.125,-0.2023,NEG
 in the eyewall...not over yet.,0.0,1.0,0.0,0.0,NEU
 monticciolo dentist has an office in lakewood ranch. I was wondering how it was doing. Thank you. God bless,0.0,0.67,0.33,0.7506,POS
my father is in Lakewood Ranch. I’m trying to get ahold of him. Besides power out have you had tornadoes or much damage there!,0.132,0.868,0.0,-0.5411,NEG
It's not over.,0.0,1.0,0.0,0.0,NEU
is in Bradenton!! In the rain and wind!,0.0,1.0,0.0,0.0,NEU
"do you have power now? Also in Lakewood Ranch, but no power...",0.203,0.797,0.0,-0.4215,NEG
So our Indian blessing isn't expired?,0.0,0.591,0.409,0.5367,POS
 it just wants people to stop digging it up for driveways. This was our warning.,0.261,0.739,0.0,-0.5574,NEG
It’s super calm outside in Sarasota right now . The eye is passing over the trees are at a standstill .,0.0,0.721,0.279,0.7351,POS
that’s how the eye is. Super calm. I remember that moment when I was 8 and Hurricane George was passing over Puerto Rico in 1998.,0.0,0.763,0.237,0.7351,POS
we are sending so many prayers in your direction. This is indeed the quiet before the storm. Be safe,0.0,0.861,0.139,0.4404,POS
"yes, but rocking and rolling now. So quiet and calm in the eye.",0.0,0.679,0.321,0.6364,POS
Careful. They are saying it will pick up and get bad again until maybe 2 am,0.193,0.718,0.088,-0.4404,NEG
same in Parrish ,0.0,1.0,0.0,0.0,NEU
 that’s so scary but kinda cool,0.257,0.457,0.287,0.068,POS
 It is so weird outside. Clouds are gone,0.243,0.757,0.0,-0.3052,NEG
 wait until the winds blow the other way!! so crazy,0.291,0.709,0.0,-0.5719,NEG
does the wind comes back again? Is eerily calm,0.0,0.777,0.223,0.3182,POS
Polk County GET READY,0.0,0.481,0.519,0.4995,POS
"I have a house right on the intracoastal waterway in Redington Shores, near St Pete. My neighbor just told me that his house cameras show the water is still not over his seawall. His electricity is still on, all his outdoor cameras are still working, and his air conditioning is still running. This is amazing news as I was expecting 8 to 12 ft of storm surge. There's still a foot and a half of sea rise we're expecting for high tide at 4:30 a.m. though. Keep this whole area in your prayers.",0.0,0.958,0.042,0.5859,POS
my son’s house is in St Pete they had to move to an apt. due to Helene. Wiped out the inside. Scared it will be gone.,0.104,0.896,0.0,-0.4404,NEG
" I read that the storm surge doesn't come till the end. I could be wrong, but that's what I thought I read.",0.108,0.892,0.0,-0.2617,NEG
if you miss a surge your lucky he said most surge comes south of direct landfall every 15 miles gets less feet surge,0.066,0.82,0.115,0.296,POS
