Comments,NEG,NEU,POS,Compound,Sentiment
"We are getting hammered with tornadic activity at present in northern Palm Beach County. Prayers for all of those in this storm’s path, it’s a doozy.",0.0,1.0,0.0,0.0,NEU
It's raining cats & dogs in north Lakeland.,0.0,1.0,0.0,0.0,NEU
south Lakeland just calmed down ,0.0,0.606,0.394,0.3818,POS
"Flash floods. Rain flooding.
Not surge flooding.
Huge difference between what we get every day (and a little more) than Helene.",0.094,0.906,0.0,-0.2411,NEG
Already flooding in Bartow because of this storm and our barn is flooding 😔 power is on and off already,0.0,1.0,0.0,0.0,NEU
And I’m chilling in my trailer just north of Sarasota. Very mild!,0.112,0.888,0.0,-0.1007,NEG
I stay in a trailer as well but in Tampa. I left. Never left it actually and I’ve been there for a good minute now. This one is serious though. Please be careful.,0.041,0.672,0.287,0.8316,POS
not for long,0.0,1.0,0.0,0.0,NEU
been here my entire life. None of this bothers me. 😊And I can swim,0.143,0.857,0.0,-0.25,NEG
best of luck 🙏🏼,0.0,0.217,0.783,0.802,POS
Gotta be quicker than that!,0.0,1.0,0.0,0.0,NEU
 this is pretty flippant considering that first responders will risk their lives to save you. You are making a choice - you have that right - but to make light of it is not cool.,0.11,0.774,0.116,0.0534,POS
"Hey, do us all a favor, okay?
Using a permanent marker, please write on your right leg and left arm in block script:
Name
Date of birth
Next of kin
It'll help when the search and rescue folks find your corpse. Clothes can get ripped off, wallets can fall out of pockets.
Good luck. ",0.096,0.629,0.275,0.8807,POS
ah.... not for long. You need to go to a shelter.,0.0,1.0,0.0,0.0,NEU
stay safe! Wishing you positive vibes!,0.0,0.25,0.75,0.8395,POS
I'm in the Shady Hills area and we're getting hammered with wind gusts and it's been raining since early this morning. Thankfully I still have power.,0.0,0.896,0.104,0.4215,POS
Does it flash flood a lot in Lakeland. I have only lived here 4 years,0.0,1.0,0.0,0.0,NEU
Is it flooded there?,0.0,1.0,0.0,0.0,NEU
Just some puddles but it will rise as Milton passes cause he just came in at Tampa. And looks to be close to Lakeland,0.0,1.0,0.0,0.0,NEU
 no been here almost 13 yrs and never had a flash flood before,0.167,0.833,0.0,-0.296,NEG
thanks. Don't need flooding,0.0,0.508,0.492,0.4404,POS
flooding could happen but never have I seen flash flooding,0.0,1.0,0.0,0.0,NEU
"Denis you are the best . Growing up in the Boston area, we had a few good meteorologists- but you are the best.",0.0,0.592,0.408,0.8934,POS
You are the GOAT! Thank you for keeping us informed and safe!!!,0.0,0.604,0.396,0.7627,POS
How many inches of rain expected in NorthNewTampa/Lutz/WesleyChapel area specifically?,0.0,1.0,0.0,0.0,NEU
Can you do storm surge updates for Manatee County area pls and thank you!,0.0,0.746,0.254,0.4753,POS
Does Manatee /Parrish area safe? Relatives stayed home. They told they won’t have much water after landfall,0.0,0.847,0.153,0.4404,POS
i have fam there they giving me my update in central fl n they good she said doable!,0.0,0.715,0.285,0.68,POS
That told them to leave. Don’t understand why they didn’t believe Milton is coming. We left Monday morning to stay in CB,0.054,0.946,0.0,-0.0516,NEG
a lot of Parrish is not in an evacuation zone.,0.0,1.0,0.0,0.0,NEU
"doesn’t save them from flooding and everyone in modular/mobile and RV homes are an evacuation need, regardless of if you are in an evacuation zone or not.",0.0,0.89,0.11,0.4939,POS
"zones A, B, & C are listed on the evacuation notice, which includes mobile homes.
If you are not in a flood zone, then it is statistically unlikely that you will flood.",0.0,1.0,0.0,0.0,NEU
 relative sent text message at 5 pm. Lost power. Local really should ask everyone to leave or go to shelter. Too many people think Hurricane can wobble last minute. Not luck this time,0.171,0.829,0.0,-0.6098,NEG
no! Potentially one of the most dangerous places to be. Prayers for your family!,0.34,0.66,0.0,-0.7333,NEG
I readt that it is supposed to make landfall between Manatee and Sarasota counties,0.0,1.0,0.0,0.0,NEU
I dont understand how flash flooding works. If we are in Lakeland and not in a flood zone are we still at risk?,0.095,0.905,0.0,-0.2732,NEG
flash flooding is flooding from the rain not surge,0.0,1.0,0.0,0.0,NEU
"Lived here my whole life, there are parts of town that are low lying and will flood and hold water.
But overall, yeah not much flooding.",0.127,0.778,0.095,0.0129,NEU
"I would like someone to explain that, I wonder the same thing",0.0,0.783,0.217,0.3612,POS
I want to know this too,0.0,0.755,0.245,0.0772,POS
"when storm surge hits land, water can rise several feet within minutes, and pound buildings with a force powerful enough to destroy them entirely. Rainfall flooding is caused by extreme amounts of rainfall that cause waterways or areas meant for water retention, such as reservoirs, to pool and overflow. so your home may not see flooding but roads, parks, etc. may see some flooding.",0.035,0.936,0.029,-0.09,NEG
"lol are you within the bordered green area?
Then roads may flood due to excessive rain. Come on people. Get it together.",0.0,0.882,0.118,0.4215,POS
I came to ask this same question!!,0.0,1.0,0.0,0.0,NEU
wondering the same thing,0.0,1.0,0.0,0.0,NEU
not sure how it works either,0.282,0.718,0.0,-0.2411,NEG
"I use to live in Arizona, basically when there is flash floods you dont want to be out driving. Its most likely streets and places near rivers. I doubt anyone is driving around right now but flash floods can stall a car or move it. Not sure if its the same here but I am guessing. They can be deadly if caught in a car in one. Otherwise they dont usually affect homes that are not in a flood area.",0.097,0.903,0.0,-0.6709,NEG
In South Lakeland and it's already bad! Wind and rain,0.296,0.704,0.0,-0.5848,NEG
" stay safe, friend!",0.0,0.135,0.865,0.75,POS
It has been pouring here in riverview. I tried to look for cameras showing the river on the internet and I could not find anything.,0.0,1.0,0.0,0.0,NEU
 that's where my brother lives,0.0,1.0,0.0,0.0,NEU
 that’s where our home is by.,0.0,1.0,0.0,0.0,NEU
thank you for that..,0.0,0.545,0.455,0.3612,POS
"Dennis, are you going live today? We need to hear from you!",0.0,1.0,0.0,0.0,NEU
"Do we know how high the flash flood would be in the Brandon area, by chance?",0.0,0.882,0.118,0.25,POS
You will be alright. About 4 inches so far expect up to 30 more. Stay away from windows.,0.0,0.889,0.111,0.25,POS
thank you!,0.0,0.264,0.736,0.4199,POS
Check other reply has a link fb doesn't show them sometimes.,0.0,1.0,0.0,0.0,NEU
This guys live streaming nearby brandon.,0.0,1.0,0.0,0.0,NEU
Flooding in Hwy 17 in Wauchula,0.0,1.0,0.0,0.0,NEU
I’ve got an RV van I could rent for decent price for any affected by the flood. My prayers are up for ,0.074,0.926,0.0,-0.1531,NEG
I’m in Polk in Frostproof and we are wet real wet already here,0.0,1.0,0.0,0.0,NEU
"was there a tornado in Frost proof lake whales area I have friends out there, here in plant city nothing much other than rain",0.0,0.871,0.129,0.4767,POS
yes tornado was in Frostproof!!!,0.0,0.528,0.472,0.5538,POS
very wet,0.0,1.0,0.0,0.0,NEU
Here in Zephyrhills nothing lots of rain and some wind. Still have power thank goodness,0.0,0.703,0.297,0.6705,POS
Thank you Denis for all you are doing to keep us informed! We appreciate you!,0.0,0.692,0.308,0.6988,POS
I believe it with the way it’s raining in north plant city,0.0,1.0,0.0,0.0,NEU
Thank you Dennis! I quote you all the time!,0.0,0.694,0.306,0.4738,POS
he is awesome!!!!!,0.0,1.0,0.0,0.0,NEU
"Thank you for the map! For those of us who vacation on Florida's gulf coast, it's nice to see where you're talking about. Praying for you all!!",0.0,0.734,0.266,0.826,POS
"What’s the correlation between flash flooding and storm surge?
CERA still shows 1-3 ft..",0.0,1.0,0.0,0.0,NEU
