Comments,NEG,NEU,POS,Compound,Sentiment
"For folks asking about surge forecasts, they will come out when the NHC puts us in a watch. Also, I simply can't respond to all individual areas. We won't know individual area forecasts until we are confident in a track. You should use the ""better safe than sorry"" approach. I think we'll have more precise info by Monday. Until then, it's prepare for the worst and hope for the best.",0.067,0.733,0.2,0.8934,POS
Denis Phillips surge prediction was so accurate for helene.,0.0,1.0,0.0,0.0,NEU
Denis Phillips does it seem like this going more south?,0.0,0.783,0.217,0.3612,POS
Rep. anna paulina luna says mad beach and last night she said a cat 4 .Where are these junior meterologists coming up with this?,0.132,0.868,0.0,-0.4939,NEG
I'll be able to give you a better prediction on Wednesday. Lol,0.0,0.612,0.388,0.6908,POS
Denis Phillips do you think a flight out for a university of Tampa kid is too late Tuesday morning with all this rain please advise so appreciated. By the way we love you. Thank you for all you do.,0.0,0.724,0.276,0.9117,POS
"If the airport is open, its fine. Impacts won't begin until early Wednesday morning.",0.0,0.878,0.122,0.2023,POS
he said it would be safe to fly but he can’t say when the airport is going to call it and start closing. From my observation they usually do a little prior to the arrival of tropical force winds on the noaa map. If it were me I’d personally try for Monday.,0.0,0.962,0.038,0.2382,POS
Denis said last night he felt flights on Tuesday would be okay.,0.0,0.853,0.147,0.2263,POS
 we had a family member’s flight scheduled for leaving FL Tuesday morning canceled so I would plan ahead in case.,0.0,1.0,0.0,0.0,NEU
worse case scenario he can uber. It may be expensive but definitely worth getting your kid out of the area,0.082,0.681,0.236,0.5927,POS
"How the Hell is this possible that Hurricanes this season have been starting in the Gulf…. There’s got to be so much more to this. Perhaps Manipulating of the Weather? Unfortunately, Florida is Royally F CKED!",0.234,0.766,0.0,-0.8687,NEG
"Obviously you don't know anything about hurricanes.Some of our worst one started in the Gulf. OPAL for one, HELENE is just the most recent. Now there is another one already named, started in the Southwest Gulf,setting itssights on Tampa midweek",0.095,0.905,0.0,-0.6249,NEG
Have you been talking to MTG??,0.0,1.0,0.0,0.0,NEU
100% agreed!!!,0.0,0.252,0.748,0.4545,POS
was wondering same thing,0.0,1.0,0.0,0.0,NEU
"Makes ya wonder, doesn't it?",0.0,1.0,0.0,0.0,NEU
it started in pacific and went over Mexico did not break up,0.0,1.0,0.0,0.0,NEU
what?,0.0,1.0,0.0,0.0,NEU
nobody/nothing is “manipulating the weather.” Remove your tinfoil hat and touch some grass.,0.0,1.0,0.0,0.0,NEU
this is starting a whole new level of insanity. Go talk to people in the very blue states on the coast lines whose homes have been ravaged by rising sea levels/storms. Climate Change.,0.107,0.893,0.0,-0.5719,NEG
"it’s rare but has happened. There’s no conspiracy, if that’s what you’re alluding to …",0.381,0.619,0.0,-0.8126,NEG
Rule 7 has left the building. I'm panicked!!,0.374,0.626,0.0,-0.555,NEG
"Don’t panic because then you can’t make good plans. If you’re scared, evacuate. Don’t worry about what others think or are doing - make yourself as safe and calm as possible.",0.221,0.583,0.197,-0.25,NEG
where are the rules posted again lol I need to read all of his rules again,0.0,0.833,0.167,0.4215,POS
I know…me too. ,0.0,1.0,0.0,0.0,NEU
"Me, too!",0.0,1.0,0.0,0.0,NEU
yeah rule number 7 is out the window right now,0.0,0.667,0.333,0.3612,POS
I believe I saw it in the list he just posted,0.0,1.0,0.0,0.0,NEU
same,0.0,1.0,0.0,0.0,NEU
Milton is mad because Florida took his stapler,0.314,0.686,0.0,-0.4939,NEG
This made me laugh out loud,0.0,0.581,0.419,0.5574,POS
oh that’s hilarious,0.0,0.426,0.574,0.4019,POS
that's funny at first I didn't get it then yeahhhhhhhh,0.0,0.734,0.266,0.4404,POS
First time in Florida- Orlando tomorrow from the uk and say I’m nervous is an understatement! Please any advice pass on x,0.089,0.802,0.109,0.126,POS
 please don't come. This storm is to go across the State.,0.0,0.813,0.187,0.3182,POS
plan to hang out at your hotel on Wednesday/Thursday while waiting out the storm. Try to get yourself some snacks and food to get through as most restaurants and delivery places will be closed. Have your cell phones charged up in case of power outages.,0.039,0.961,0.0,-0.2023,NEG
"Thanks ,for the updates . A bit worried here ( Venice ,Englewood) 2 miles from beach !",0.143,0.65,0.207,0.2481,POS
welcome to Florida Stay safe,0.0,0.337,0.663,0.7096,POS
Orlando is centrally located in the state . Us Florida Crackers born and raised say it’s a safe zone . Although Hurricanes are so unpredictable you will be fine just stay tuned in to the news and listen to what all the locals are doing,0.0,0.895,0.105,0.5719,POS
"Please reschedule whatever trip you have planned. Us floridians are already having difficulty finding places to evacuate because hotels are booked! Your vacation can wait! This is not the place to ""visit"" right now regardless of money spent or not.",0.069,0.878,0.053,-0.1739,NEG
" If you're not already here, please cancel your trip. It's not going to be a good outcome.",0.199,0.655,0.146,-0.016,NEU
"the weather is going to be bad mom- wed or even Thursday.
Be prepared and buy water and some food to stay in the hotel.
If you stay in an Air bnb see if they have a hurricane box with batteries, flashlights etc.
you might lose electricity so you want to have non perishable foods to tie you over for about a week I would say. Have cash on hand. If you have a car fill up the tank",0.075,0.845,0.081,-0.1335,NEG
do you have travel insurance? I apologize for the brash comment on here. I do hope you get some helpful information. I have heard that a CAT 2 is not much for Florida but any more than that you’d not want to be on the coasts? I’ll tag a friend and fellow Brit who may be able to give you better help. Simon Ash can you advise? He lives on the West Coast of Florida.,0.017,0.769,0.214,0.9428,POS
have drinking water. Also fill buckets and/or bath tub water to flush with if there is a loss of water pressure.,0.2,0.8,0.0,-0.5423,NEG
Let's hope the cold front Denis Phillips told us last night hits sooner than later.,0.0,0.828,0.172,0.4404,POS
It needs to come down for an extended vacation!,0.0,1.0,0.0,0.0,NEU
I've heard Monday,0.0,1.0,0.0,0.0,NEU
Taking off now without knowing the direction of the hurricane could take you into its path. Unless you are headed for NYC.,0.0,1.0,0.0,0.0,NEU
I'd rather get caught in the middle of a cat 5 than go to New York city,0.0,1.0,0.0,0.0,NEU
