Comments,NEG,NEU,POS,Compound,Sentiment
"The videos don’t really do it justice to the crazy sounds of the storm. We are in Lutz, sitting in the dark in our living room, the sounds coming through the chimney of our fireplace are out of a horror movie. I have never heard anything like it ",0.152,0.78,0.068,-0.5494,NEG
my family in Ruskin said the same. Never heard anything like it. I'm praying for everyone to stay safe.,0.09,0.681,0.23,0.509,POS
I was just telling my daughter exactly that. I can't even figure out what the noises are!!,0.0,1.0,0.0,0.0,NEU
we are in Lutz as well and it is insanely loud! Winds are crazy!,0.175,0.702,0.123,-0.2225,NEG
I'm in Lutz too and it's not letting up. Wish they would address how long these winds will continue.,0.111,0.889,0.0,-0.3089,NEG
" I'm curious, can you take a video? I see so many talking about the sound! I'm sorry if that sounds incentive. I've been praying for everyone down there",0.042,0.712,0.246,0.7424,POS
 we are in Wesley Chapel and still have power. Sounds scary out there.,0.211,0.789,0.0,-0.4939,NEG
 the sound coming through the vents in my bathrooms are so creepy!!,0.0,1.0,0.0,0.0,NEU
" stay safe, i am from Europe Belgium",0.0,0.633,0.367,0.4404,POS
 prayers!!,0.0,1.0,0.0,0.0,NEU
yes I was in my bathroom and the sound of the wind is something,0.0,0.816,0.184,0.4019,POS
"9th and 34 Saint Pete !!!!
",0.0,1.0,0.0,0.0,NEU
Transformers are so scary when they blow in the dark right in front your home. 🙏🏼 Mine did that for Hurricane Ida. Sounded and looked like the world came apart. ,0.119,0.809,0.072,-0.3851,NEG
"She’s correct, don’t look at it!! It’s powerlines arcing, just like a welding arc, do not look at it!!",0.0,0.823,0.177,0.5673,POS
This is so so scary. I am glad to be in my warm bed in Europe.,0.206,0.555,0.239,-0.0774,NEG
this is terrifying. praying you are ok,0.298,0.323,0.379,-0.0,NEU
 I feel so bad. He’s crying. Praying for your safely.,0.401,0.28,0.319,-0.352,NEG
what is it ?????,0.0,1.0,0.0,0.0,NEU
is this what you saw? The green flashing?,0.0,1.0,0.0,0.0,NEU
ARE YOU FREAKING OUT YET DENIS BECAUSE IVE CRIED 3 times tonight,0.433,0.567,0.0,-0.7824,NEG
"I've cried twice today and I don't even live in Florida, just love the State and the people. Sending prayers to y'all.",0.101,0.736,0.163,0.3818,POS
