Comments,NEG,NEU,POS,Compound,Sentiment
How in the world do they do that!!! Most assuredly heroes trying to help others be as safe as possible. Wishing them safety as well!,0.0,0.473,0.527,0.9586,POS
or just trying to give it some steroids,0.0,1.0,0.0,0.0,NEU
heroes? Nope likely making it stronger. Supposed to weaken but Biden says different. Andrew was a cat 5!,0.094,0.695,0.211,0.3274,POS
My cousin Damon Sans Souci works as a hurricane hunter for NOAA!! So proud of him and all of the other guys that do this! They are true heroes! Thank you for the hard amazing work you do to keep us safe!,0.025,0.615,0.359,0.961,POS
"Thanks Lisa! The men and women on the crews continue to fly the missions out of Mobile. Please keep them in your thoughts as they still have to do their jobs while their own families are directly in the path. They are all truly inspiring and a textbook definition of public service. Trust me I have been there many times and it's a very difficult thing to do. I was working ground crew but had to stay back because my oldest fractured his leg playing hockey last Thursday and wanted to be there for him at home.
And NO they are NOT ""seeding"" or ""steering"" the storms by any stretch of some misinformed politicians warped imagination. These rumours are irresponsible, dangerous and disrespectul to the men and women who literally put their lives on the line to provide information to help protect others.
Be safe and take care!",0.099,0.743,0.158,0.8068,POS
absolutely...they are amazing and godspeed with all who risk their lives to help protect our lives and help provide accurate hurricane tracks. Thank you!,0.061,0.519,0.421,0.9098,POS
 Please thank him for me. You are right. They are heroes.🥰,0.0,0.652,0.348,0.5859,POS
my dad is a hurricane hunter too!,0.0,1.0,0.0,0.0,NEU
tell him thank you from all of us!,0.0,0.715,0.285,0.4199,POS
Nope. Not this daughter of my mother. These people are heroes in every sense. Thank You for your service!,0.0,0.736,0.264,0.7263,POS
they are! Most of the precision we have from hurricanes come from them ,0.0,1.0,0.0,0.0,NEU
"ya I'm almost 50, and my mom would ground me for accepting this type of job 😅 not that I could or would. But I know she'd definitely ground me.",0.0,0.824,0.176,0.6542,POS
Amazing!! So grateful to the scientists that do this job!,0.0,0.501,0.499,0.8389,POS
They need a raise after these last two storms. #wouldnever Grateful for them,0.0,0.786,0.214,0.4588,POS
pay them big,0.412,0.588,0.0,-0.1027,NEG
"Nope, oh helllll no. They are brave. I feel the slightest turbulence on a regular flight and I’m jumping and grabbing the arm rests. ",0.0,0.791,0.209,0.6472,POS
