Comments,NEG,NEU,POS,Compound,Sentiment
Is it recommended for people in the Orlando area to leave?,0.1,0.75,0.15,0.1531,POS
 no,1.0,0.0,0.0,-0.296,NEG
Yo! We're debating leaving Pinellas County. We'd be heading to SC. Trying to get as many updates on this thing as we can today.,0.0,1.0,0.0,0.0,NEU
LOL. No. No reason to evacuate unless you're in a flood prone area.,0.26,0.532,0.209,0.0343,NEU
Should West Palm Beach be concerned?,0.0,1.0,0.0,0.0,NEU
no,1.0,0.0,0.0,-0.296,NEG
only if the Chanel or Louis V stores get hit Lololol,0.0,1.0,0.0,0.0,NEU
Will Savannah GA be okay to have evacuate too?,0.0,0.808,0.192,0.2263,POS
"no
",1.0,0.0,0.0,-0.296,NEG
where should we go?,0.0,1.0,0.0,0.0,NEU
he’s saying don’t evacuate. Y’all will be fine.,0.0,0.795,0.205,0.2023,POS
"panhandle
",0.0,1.0,0.0,0.0,NEU
"Denis Phillips what? We are in Savannah, Ga. No one is saying anything here about us being in danger. Please tell me more.",0.201,0.717,0.082,-0.5106,NEG
"thank you so much! Taking my daughter, dogs and getting outa here. 2 miles from the coast. My anxiety can’t take it.",0.072,0.809,0.119,0.2714,POS
Rule #7? 🤦🏽‍♀️ What do you think the impacts for Miami are?,0.0,1.0,0.0,0.0,NEU
little to none,0.0,1.0,0.0,0.0,NEU
I thought your uncle Milton was a cool fun guy!!!!,0.0,0.47,0.53,0.7762,POS
He's getting in his old age,0.0,1.0,0.0,0.0,NEU
I concur,0.0,1.0,0.0,0.0,NEU
"So much for Uncle Milton not causing a fuss....
Thank you for all you do Denis!",0.146,0.854,0.0,-0.3404,NEG
 He never listened to me.,0.0,1.0,0.0,0.0,NEU
came to say the same thing. 😂😂😂 Seems like Uncle Milton has some unfinished business here in FL.,0.0,0.872,0.128,0.3612,POS
uncle Milton is cancelled this year ,0.286,0.714,0.0,-0.25,NEG
 i refuse to be taken out by a storm named MILTON LOL,0.16,0.583,0.257,0.3254,POS
"Milton said, watch this...",0.0,1.0,0.0,0.0,NEU
"my dog, Milton. Definitely not as vicious as this storm",0.0,0.625,0.375,0.5873,POS
Milton Berle for those who remember him.,0.0,1.0,0.0,0.0,NEU
No more naming storms after Denis’ family.,0.268,0.732,0.0,-0.296,NEG
 I came to say the same thing,0.0,1.0,0.0,0.0,NEU
"Denis Phillips I live near you and trying not to panic, but not working very well. I intend to evacuate to Wesley Chapel.. is that a smart decision?? Thank you for being you and there for us!!",0.06,0.712,0.228,0.7934,POS
That's plenty far enough inland,0.0,1.0,0.0,0.0,NEU
"I’m in WC, hopefully we’re all ok",0.0,0.505,0.495,0.5994,POS
be safe ,0.0,0.256,0.744,0.4404,POS
Praying that the sacred Indian burial ground keeps the Tampa area safe!,0.0,0.637,0.363,0.69,POS
"that article is from August 2023. I think it’s disrespectful to the original people of this land who were specifically killed and displaced to say that they are protecting us. With that said, I am also hoping for everyone’s safety. The last time this area had a huge storm was 1921, and there were only 135,000 residents in the tri-county area at that time. So basically, this is unprecedented.",0.059,0.806,0.135,0.5719,POS
"I thought about it and was hoping the track will change like many other times , doesn’t look good this time",0.0,0.661,0.339,0.802,POS
someone dug it up earlier this year,0.0,1.0,0.0,0.0,NEU
That explains it all!!!!,0.0,1.0,0.0,0.0,NEU
 that’s bad,0.778,0.222,0.0,-0.5423,NEG
 Let’s realize we can have grace to go through this because Jesus is with us.,0.0,0.833,0.167,0.4215,POS
a st pete man disturbed a burial ground to build a driveway. The Tacobaga gods are angry. BN9 has the story.,0.269,0.731,0.0,-0.7096,NEG
please stop with this nonsense.,0.533,0.217,0.25,-0.3818,NEG
omg the Indian spirits are upset the owner can't be an original Floridian,0.293,0.707,0.0,-0.5517,NEG
"With the radius of *really* bad winds being smaller, is there an idea of what Wesley Chapel might be in for?",0.149,0.851,0.0,-0.5423,NEG
