Comments,NEG,NEU,POS,Compound,Sentiment
Thoughts on Jacksonville?,0.0,1.0,0.0,0.0,NEU
 they'll be fine,0.0,0.526,0.474,0.2023,POS
 depending on the track they may experience tropical storm force winds. I don’t think it would be sustained winds but gusts up to.,0.0,1.0,0.0,0.0,NEU
I drove to Jax Beach tonight. Took 10 hours.,0.0,1.0,0.0,0.0,NEU
 ur kidding me right ,0.0,0.682,0.318,0.1027,POS
hey girl! Can't believe he answered you! wow.,0.0,0.615,0.385,0.658,POS
they will be fine,0.0,0.625,0.375,0.2023,POS
help,0.0,0.0,1.0,0.4019,POS
no rooms,0.688,0.312,0.0,-0.296,NEG
"Here in Sarasota, we are scared.
",0.367,0.633,0.0,-0.4404,NEG
"the important thing to remember is don't panic. You don't have to leave the state and it's kind of too late anyway. Get your most important belongings together and find higher ground with a sturdy structure if you are in a low lying area. You still have tomorrow and possibly Wednesday. If you are under a canopy of trees, find the least spot they could fall on as your safe zone. It's almost impossible to leave your county and definatly impossible to leave the state at this point. But you just need a strong structure on high ground as close to your house. Bring your important documents and what ever canned food you have as well as a change of clothing and a few comfort items. Don't try to get on the interstate or highway out of town. They are already backed up and you will be more vulnerable.",0.041,0.81,0.149,0.8997,POS
"Same. So many people here being excited for the southernly drift makes it worse knowing it's going to be more terrible for us. The keys (Siesta, Lido, Casey, etc.) are going to be gone.",0.163,0.777,0.06,-0.624,NEG
" I'm in Gulfport, extremely scared as well. Sending hugs. ",0.216,0.407,0.377,0.3336,POS
 I’m in Riverview and freaking out. Praying 🙏 that we all make through.,0.183,0.654,0.163,-0.0772,NEG
Im right off siesta drive and we are boarding up tomorrow and gonna be holding down the fort for the storm.,0.0,1.0,0.0,0.0,NEU
my daughter is 8 months pregnant and lives in Sarasota. Prayers for everyone ,0.0,1.0,0.0,0.0,NEU
go inland if you can!! So sorry for all!,0.236,0.764,0.0,-0.3546,NEG
in Sarasota too. South end.,0.0,1.0,0.0,0.0,NEU
I feel you. St. Petersburg here.,0.0,1.0,0.0,0.0,NEU
Venice. Very afraid.,0.0,1.0,0.0,0.0,NEU
I’ll be awake all night with my fellow 👩🏻‍⚕️nurse friends! Disaster and recovery teams working all day every day in Tampa! Someone has to help deliver these babies. Thanks for keeping us updated Denis Phillips!!,0.091,0.689,0.219,0.6973,POS
be safe. Another nurse here wishing I could sleep. I’ll go to work in a special needs shelter tonight and lord knows what day I will get home.,0.0,0.746,0.254,0.7579,POS
"thank you to all the nurses. Take care of those babies. Finally, I’m smiling.",0.0,0.558,0.442,0.8271,POS
"thank you! Signed, another old L&D nurse. Be well, be safe",0.0,0.507,0.493,0.7777,POS
My daughter Sabrina is a nurse manager at TGH.My heart goes out to all nurses.Bless you for what you do.,0.0,1.0,0.0,0.0,NEU
TY for what you do!! We will B awake too!! Be safe!,0.0,0.549,0.451,0.8127,POS
thank you for all you do!,0.0,0.642,0.358,0.4199,POS
and there are always more babies born during hurricanes.,0.0,1.0,0.0,0.0,NEU
thank you! ,0.0,0.264,0.736,0.4199,POS
We are awake in South Africa thinking of you all. Our daughter lives in Tarpon and has lost most of their house in Helene! This is the stuff of nightmares.,0.082,0.918,0.0,-0.3802,NEG
 bless your heart! Take confidence knowing we have the best governor to lead us through recovery!,0.0,0.544,0.456,0.8975,POS
 we have evacuated to Ocala and feel the love from South Africa!!,0.0,0.697,0.303,0.6988,POS
 I’m so sorry for your daughter. ,0.242,0.758,0.0,-0.1513,NEG
thank you for prayers and for your daughter prayers,0.0,0.762,0.238,0.3612,POS
 prayers for your daughter. ❤,0.0,1.0,0.0,0.0,NEU
"So, so sorry.",0.483,0.517,0.0,-0.2195,NEG
I’ve never stalked anyone in my life as much as I have been stalking Denis Phillips - I’ve stalked him a lot previously but never like tonight! My stomach needs to calm down!,0.078,0.819,0.103,0.2189,POS
