Comments,NEG,NEU,POS,Compound,Sentiment
Good luck getting anywhere. Several roads are gridlocked or barely moving.,0.0,0.604,0.396,0.7096,POS
i loked for gas at night and nothing and today morning and nothing i forgot about gas and was working yesterday so,0.0,1.0,0.0,0.0,NEU
do it now when you have 2 days.,0.0,1.0,0.0,0.0,NEU
"we just made it to Orlando. Gridlock out of Tampa, but they opened the shoulder on I4.",0.0,1.0,0.0,0.0,NEU
 tomorrow they will switch bridges and main road for exiting only,0.0,1.0,0.0,0.0,NEU
" heading south and not much traffic on back roads.
",0.0,1.0,0.0,0.0,NEU
that’s why we are staying ,0.0,1.0,0.0,0.0,NEU
it took a friend 4 hours to get from Pinellas to Lakeland,0.0,0.738,0.262,0.4939,POS
yeah Palmetto to Jacksonville is looking to be a 10ish hour trip. We left at noon today and won’t get there til 9 PM or later.,0.0,0.913,0.087,0.296,POS
And not all the gas stations have gas. Some didn’t take their deliveries today. They have a concern about water getting into their underground tanks; gas leaking into the soil and possible explosions.,0.0,1.0,0.0,0.0,NEU
 someone said gas stations are out of gas. This is bad.,0.259,0.741,0.0,-0.5423,NEG
"I was C in pinellas, but I’ve already evacuated, heading up to GA",0.0,1.0,0.0,0.0,NEU
where is C in pinellas,0.0,1.0,0.0,0.0,NEU
how is it going?,0.0,1.0,0.0,0.0,NEU
 I’m headed to Georgia. Leaving as soon as my daughter gets here from Georgia to pick us up,0.0,1.0,0.0,0.0,NEU
my brother is in area D in Pinellas and he evacuated this morning too.,0.0,1.0,0.0,0.0,NEU
what time you leave? How far you have you gotten?,0.148,0.852,0.0,-0.1431,NEG
"I heard GA has no power .
Be safe",0.218,0.495,0.287,0.1779,POS
"Looking for gas in
Clearwater around
US Hwy19 and
Roosevelt Blvd.
anyone knows of any gas station in the area that has gas, please let me know. We all live in mobile homes and need to evacuate several of our older neighbors .",0.0,0.947,0.053,0.3182,POS
"Thank you all …
Wawa‘s on US 19 and Roosevelt Blvd has gas. Just have to wait in line. Thank you all once again, it’s very well appreciated.
Stay safe everyone.",0.0,0.643,0.357,0.9165,POS
"Thank you all.
Our elderly neighbors do not have anyone to help them so my husband and I are going to do the best we can to keep them staying safe… Once again, thank you all for the info",0.0,0.741,0.259,0.8979,POS
my father got gas in new port richey.. its a little ways out but he was able to get 10+ gallons,0.0,1.0,0.0,0.0,NEU
use the gas buddy app on your phone!!,0.0,1.0,0.0,0.0,NEU
I saw emergency gas tankers coming into Ocala hopefully the stations along 75 will be able to refuel,0.128,0.739,0.133,0.0258,NEU
go to a local shelter. 8 are open,0.0,1.0,0.0,0.0,NEU
"it's a bit south of where you're looking, but the 7-11 on Seminole Blvd. & 102nd Ave. had lines that went quickly at 11:30. I'm not sure about now. Perhaps WAWA's??
***SORRY Missy, I just noticed and corrected from 192nd Ave to 102nd Ave.***",0.065,0.935,0.0,-0.422,NEG
"the gas buddy app was very helpful to me earlier, it showed where the gas stations were out as well as where they had gas.",0.0,0.816,0.184,0.6361,POS
 I saw cars getting gas at Wawas on the corner of 19 and Roosevelt. It was a long line but it looked like they were still working.,0.0,0.881,0.119,0.5023,POS
I don’t think I’m in a zone in Wesley chapel. Please be safe everyone that’s needing to leave. And those who r staying,0.051,0.726,0.222,0.6124,POS
 if you Google Pasco county flood zones you should be able to put your address in and it will say what zone you're in.,0.0,1.0,0.0,0.0,NEU
" everyone is in a zone
",0.0,1.0,0.0,0.0,NEU
everyone is in a zone. Check pasco county website Nd put in your address,0.0,1.0,0.0,0.0,NEU
" stay safe, friend!",0.0,0.135,0.865,0.75,POS
you're not.,0.0,1.0,0.0,0.0,NEU
They need to make the south bound lanes going north too,0.0,1.0,0.0,0.0,NEU
"well, there are still people driving south. You can't turn the state into a one way.",0.0,0.87,0.13,0.2732,POS
emergency vehicles are going south,0.394,0.606,0.0,-0.3818,NEG
