Comments,NEG,NEU,POS,Compound,Sentiment
"As someone originally from the Penn State area, WE ARE Tampa Strong!",0.0,0.754,0.246,0.5562,POS
Confirmed tornado in lake placid,0.0,1.0,0.0,0.0,NEU
Any updates on the track?,0.0,1.0,0.0,0.0,NEU
5:00 or open up a radar map and see....it's purty close.,0.0,1.0,0.0,0.0,NEU
 that’s what I’d like to know!,0.0,0.642,0.358,0.4199,POS
"me too!
",0.0,1.0,0.0,0.0,NEU
yes please!,0.0,0.0,1.0,0.6476,POS
"we are up in Gainesville, and our local weather on WCJB just said Sarasota for landfall...but I have no way of verifying that..",0.095,0.905,0.0,-0.296,NEG
Yall he is focusing on the Tornadoes right now. Google the one from Broward County today. Much more a priority for sure.,0.0,0.886,0.114,0.3744,POS
I heard Venice.,0.0,1.0,0.0,0.0,NEU
