Comments,NEG,NEU,POS,Compound,Sentiment
This is from a week ago!!,0.0,1.0,0.0,0.0,NEU
Is there volume,0.0,1.0,0.0,0.0,NEU
Track update please been a while,0.0,0.635,0.365,0.3182,POS
I have!,0.0,1.0,0.0,0.0,NEU
are you guys ok?,0.0,0.577,0.423,0.296,POS
yes dear we are. We are in Clearwater in a friends home. Lastnight the friends child was healed as Lord n I released His goodness and healing!,0.0,0.562,0.438,0.9299,POS
 have direct tv and channel 28 is showing the PBS channel!?!? Why,0.0,1.0,0.0,0.0,NEU
We are praying for everyone's safety ,0.0,0.43,0.57,0.6486,POS
I wish I could see a little bit more to the right. Does the red line go to the ocean?,0.0,0.856,0.144,0.4019,POS
 stay safe!!!!!!!!,0.0,1.0,0.0,0.0,NEU
thank you so very much for thinking of us. I've was born and raised here in Florida and this storm has me nervous for sure. I pray you guys stay safe too,0.055,0.682,0.262,0.7845,POS
