Comments,NEG,NEU,POS,Compound,Sentiment
Just wanted to say that you probably have saved so many people from losing their stuff…their homes….their lives. We love you Denis Phillips and are so grateful! I can’t stop freaking out but the updates still help somehow.,0.118,0.649,0.233,0.7464,POS
 he is the best! A class act!!,0.0,0.496,0.504,0.7249,POS
"The power of love and compassion go a long way through the grace of God...
Thank You Denis",0.0,0.51,0.49,0.91,POS
"I am thankful for your updates and information because we haven’t really been getting a lot of info coming from NHC/NOAA thus far, for this storm… it’s very strange.",0.068,0.812,0.12,0.3832,POS
"it’s not strange … they publish the info on the nhc.noaa site every 3 hours - 2:00, 5:00, 8:00, 11:00, and so on. All the same info is there. It generally doesn’t get ‘discussed and analyzed by the media *ad nauseum* until it turns into a hurricane with certain characteristics, such as threatening land & folks. But all week I had heard about this from Denis & Paul Dellagatto, so maybe you just missed it.
There’s nothing weird or unique about this particular storm.",0.061,0.882,0.057,-0.335,NEG
 I follow NOAA Facebook page. They are consistent with posting updates.,0.0,1.0,0.0,0.0,NEU
This needs to stay south and i feel guilty saying that because that just means a different area gets rocked,0.141,0.859,0.0,-0.4215,NEG
"don't feel guilty. They're down there, hoping you get the storm. Somebody has to get it, unfortunately.",0.111,0.65,0.238,0.4082,POS
Charging my power bank right now lol. And I am making filtered water,0.0,0.797,0.203,0.4215,POS
"LI, NY here, with a son at UT- (he’s flying home later tonight). We’ve relied on Denis from afar, and grateful for his tireless commitment to keeping us well-informed. Praying for you all in the path- now and in the aftermath",0.0,0.82,0.18,0.7964,POS
" LI mom here with a student at UTampa, hope your son has a safe flight.
Unfortunately, I was unable to find a flight home",0.095,0.675,0.23,0.5267,POS
"hoping your son got in ok- im in LI too, have a home in Naples and was flying down tues to tour UT , with my son for the week. So much for that. Stay safe all!",0.0,0.796,0.204,0.8016,POS
Do shelters typically have power access tr internet or not necessarily,0.0,1.0,0.0,0.0,NEU
 they have back-up generators.,0.0,1.0,0.0,0.0,NEU
you have to bring your own food your bedding as they say consider it a life boat not. Cruise ship,0.0,1.0,0.0,0.0,NEU
I kinda think Denis is freaking out a little on this one…Rule #7 has not been highlighted nearly enough this round ,0.135,0.865,0.0,-0.4215,NEG
"This one is a bit different, take it more seriously than you may have in the past.",0.117,0.883,0.0,-0.2484,NEG
"Girl I been feeling this in my soul for days 😂 I keep telling my husband ""He forgot #7 again? Wth?"" I listen for that every storm!",0.0,0.911,0.089,0.2851,POS
freaking out is never helpful,0.631,0.369,0.0,-0.6288,NEG
"do you not see the maps and models? You think a rule is going to make a difference? Get ready for a major hurricane, and stop hoping for a slogan. Stay safe. ",0.063,0.69,0.246,0.7476,POS
Man now it’s going to be an overnight storm? I thought landfall was going to be to during afternoon,0.0,1.0,0.0,0.0,NEU
"they NEVER seem to hit during the day, always after dark",0.0,1.0,0.0,0.0,NEU
As a night nurse that lives in hudson and is currently working. Thank you for updating throughout the night,0.0,0.872,0.128,0.3612,POS
I’m at work as well. Hospitalist NP. We have already started evacuating our ICU. I will stay with my patients wherever they go and will go home after it’s all over. Lots of love and prayers to our state.,0.0,0.788,0.212,0.8567,POS
"How did Hudson, east of 19 and 1, do during Helene with flooding and such?",0.0,1.0,0.0,0.0,NEU
I just feel so hopeless and afraid- traffic is already horrible - wouldn’t know where to go anyway… no where seems safe,0.336,0.562,0.102,-0.7695,NEG
"head West to Panama City or Tallahassee, Pensacola.",0.0,1.0,0.0,0.0,NEU
Texas,0.0,1.0,0.0,0.0,NEU
keep praying!! There is power in prayer. Follow your gut bur don't panic,0.0,0.655,0.345,0.699,POS
Thank you Denis Phillips for your clear and concise round the clock updates!!!!!,0.0,0.637,0.363,0.7405,POS
Thanks Stephanie for sharing about Denis Phillips with the family,0.0,0.584,0.416,0.6908,POS
