Comments,NEG,NEU,POS,Compound,Sentiment
"Denis, you sticking around for this nonsense?",0.342,0.658,0.0,-0.481,NEG
 I'll be on 24/7. You know this,0.0,1.0,0.0,0.0,NEU
If Denis Phillips runs... we all run and that can't happen,0.0,1.0,0.0,0.0,NEU
I think he stated he’s evacuating to Jacksonville area. Don’t quote me! Lol. I think on his live he was talking about hotels and he kept his Jacksonville reservation.,0.0,0.894,0.106,0.4753,POS
" Who do you think he is, Ted Cruz?",0.0,1.0,0.0,0.0,NEU
 lol its his job to stick around.,0.0,0.682,0.318,0.4215,POS
 He NEVER leaves us,0.0,1.0,0.0,0.0,NEU
Good thing I caught the first flight out today...,0.0,0.707,0.293,0.4404,POS
how crazy was it there,0.375,0.625,0.0,-0.34,NEG
My flight was scheduled for Thursday to fly in. Rescheduled for Friday but I’m not too optimistic that that will happen.,0.109,0.891,0.0,-0.3491,NEG
I am from Miami I have never seen a storm pressure drop so fast !!,0.184,0.686,0.13,-0.2013,NEG
We are in Fort Myers…a little wind this morning. A lot of people from here were headed your way. We are 20 miles from the beach and did ok during IAN.,0.0,0.929,0.071,0.296,POS
Denis thank you for keeping us informed. People call the dang airport for any questions pertaining to flights. We are lucky to have Denis giving us PSAs,0.0,0.757,0.243,0.7717,POS
Be safe FL,0.0,0.408,0.592,0.4404,POS
"PEOPLE... Denis is a meteorologist, not an airport manager. He has posted this as a PSA, and he doesn't have the time to deal with your specific flight. Any and all questions you have about your flights should be directed to the airlines. Use some common sense!",0.0,1.0,0.0,0.0,NEU
"YES!!! He's also not a fortune teller, nor can he tell you how to deal with your own personal decisions regarding evacuation, changing flights, what to do with your animals, where to go, cancelling plans, etc. The guy is an amazing weather man and he is BUSY trying to provide as many FACTS and as much helpful information so we may all make our own informed decisions!!!",0.024,0.827,0.149,0.886,POS
 you can’t fix stupid even in the most stressful times ,0.466,0.534,0.0,-0.7902,NEG
Common Sense is not so very common…,0.0,1.0,0.0,0.0,NEU
wow- amen. Prayers for all anticipating this horrible predicted storm,0.259,0.502,0.239,-0.0836,NEG
 amen!!!,0.0,1.0,0.0,0.0,NEU
And when do they anticipate they will be resuming flights out?,0.0,1.0,0.0,0.0,NEU
"probably will depend on any damage received
",0.348,0.652,0.0,-0.4939,NEG
"Helene the storm hit Thursday night, airport was open Friday morning but minimal damage. I would say optimistic is late Thursday/early Friday",0.164,0.724,0.112,-0.3291,NEG
How is Englewood going to be,0.0,1.0,0.0,0.0,NEU
"Super important question: will my 8:55am Tuesday flight to Paris to cancelled?? I am meeting someone I met online and can’t wait!!
(Sarcasm, gotta laugh a little)",0.062,0.62,0.318,0.8498,POS
"probably, we’ve got the remnants of hurricane Kirk hitting northern France this week! 🤷🏼‍♀️🤣 quit sending them this way!",0.0,1.0,0.0,0.0,NEU
Gotta keep the humor going in times like this,0.0,0.603,0.397,0.5574,POS
 funny,0.0,0.0,1.0,0.4404,POS
"Check with your airline
",0.0,1.0,0.0,0.0,NEU
God bless you. My grandson who is a lineman called me today and wanted to know what you had to say in your latest update. You are the best,0.0,0.733,0.267,0.8442,POS
Flying IN tonight. Praying for a safe flight!,0.0,0.468,0.532,0.69,POS
please be open Saturday morning. I'm going to Spain ,0.0,0.777,0.223,0.3182,POS
I’m going to Dominican Republic Saturday morning so I’m hoping they do open Saturday Morning,0.0,0.82,0.18,0.4728,POS
 hopefully we’ll have an airport,0.0,0.597,0.403,0.4019,POS
it will be open for your travel on Saturday.,0.0,1.0,0.0,0.0,NEU
My trucks on the roof of the parking garage hopefully it opens up a few days after the storm so I can get home,0.0,0.886,0.114,0.4019,POS
 if it’s still there,0.0,1.0,0.0,0.0,NEU
Orlando airport needs to call it already!,0.0,1.0,0.0,0.0,NEU
Anyone else have a flight BEFORE 9am tomorrow? Mines at 6am haha,0.0,0.769,0.231,0.4588,POS
I tried to book a 7:25 and it was sold out. They booked me for 2:25 😭 cancelled,0.125,0.875,0.0,-0.25,NEG
what’s funny? 🤦🏻‍♀️ many flights were cancelled,0.202,0.505,0.293,0.2263,POS
"mine is at 5:20am
",0.0,1.0,0.0,0.0,NEU
"Lol, I read this as “Tampa will close at 9 AM on Tuesday.",0.0,0.781,0.219,0.4215,POS
 It is 9 am. Just received the alert from the airport. I’m sure anyone with flights after that will be hearing from their airlines soon.,0.0,0.83,0.17,0.5423,POS
Same!!,0.0,1.0,0.0,0.0,NEU
"I did too 🤣 and honestly, it should! Tampa is closed. Go away Milton",0.0,0.77,0.23,0.5093,POS
you are not by yourself,0.0,1.0,0.0,0.0,NEU
"same lol
",0.0,0.263,0.737,0.4215,POS
"yep, but it’s true, Tampa is closed too lol",0.0,0.4,0.6,0.8402,POS
I mean yes! We are closed! Nothing coming in through tampa please!,0.0,0.605,0.395,0.7074,POS
That sounds about right,0.0,1.0,0.0,0.0,NEU
