Comments,NEG,NEU,POS,Compound,Sentiment
There’s no news coverage in lake placid of the tornados and we have two warnings currently!!,0.263,0.737,0.0,-0.6103,NEG
they are covering it live on,0.0,1.0,0.0,0.0,NEU
I truly wish the county lines were darker & a little wider...so hard to truly see location of the predictions,0.05,0.575,0.376,0.8115,POS
Sending prayers from Nor Cal… stay safe everyone! ,0.278,0.722,0.0,-0.4015,NEG
My kids and grandkids are in central FL. This is scary!,0.259,0.741,0.0,-0.5411,NEG
I’d rather have updates on the hurricane… Going to follow Mike instead,0.0,1.0,0.0,0.0,NEU
ma'am this IS the hurricane.,0.0,1.0,0.0,0.0,NEU
the tornados are FROM the hurricane???? Weird comment to make,0.228,0.772,0.0,-0.3939,NEG
This is the hurricane. They are tied together.. Bless your heart.,0.0,0.781,0.219,0.4215,POS
Now let’s collectively dissipate this,0.0,1.0,0.0,0.0,NEU
"we are in fort lauderdale and all thru out the tows across florida down there, there’s 8 of them!!!! all active",0.0,0.831,0.169,0.5951,POS
we evacuated to Ft. Lauderdale too near airport. Hoping the rain stays away because I know this is a flood risk area..,0.092,0.786,0.122,0.1779,POS
 8 hurricanes?,0.0,1.0,0.0,0.0,NEU
tornadoes,0.0,1.0,0.0,0.0,NEU
" lmao that’s what I meant, sorry! Here with 3 kids 😂😂, I’m losing it",0.245,0.527,0.228,0.3164,POS
hang in there!,0.0,1.0,0.0,0.0,NEU
"Thank you Dennis for the tornado coverage, I was dual wielding two phones, one with the radar and the other with our location in maps. Your warning really helped us avoid the worst of the cell weather.",0.206,0.736,0.058,-0.7553,NEG
"Denis Phillips for those of us in Bradenton near the manatee river, we haven’t heard what to expect for flooding. Can you please speak to this since it’s been in direct path for so long? Thanks!!!",0.0,0.843,0.157,0.7472,POS
and you haven’t left? You are so close to what they are projecting landfall,0.0,1.0,0.0,0.0,NEU
"""Our area"" is over 100 miles away from my current location, if ""our area"" is that big maybe just telling us the County or City would be more appropriate",0.0,1.0,0.0,0.0,NEU
please don’t do this B,0.0,0.566,0.434,0.3182,POS
How bad is Riverview gonna be I dont see it on the map,0.241,0.759,0.0,-0.5423,NEG
 a flood watch was issued for the Alafia river at Lithia and at 301 for later tonight.,0.0,1.0,0.0,0.0,NEU
wondering the same thing I live in Riverview off 301,0.0,1.0,0.0,0.0,NEU
me too,0.0,1.0,0.0,0.0,NEU
Yes I got the notification I’m about 4 miles from alafia I’m not worry about the flood as I’m worry about the storm & the winds,0.0,0.727,0.273,0.7588,POS
well everyone is in the same boat then. Right now it's all the best prediction possible.,0.0,0.69,0.31,0.743,POS
So is that huge possible EF1 or EF2 in Okeechobee real. It looked like something out of twister. Just wanna know.,0.0,0.79,0.21,0.6204,POS
2 made land fall near Port St John,0.0,1.0,0.0,0.0,NEU
Can you do a picture of Milton’s path with the Florida cities across the state please?,0.0,0.859,0.141,0.3182,POS
hope this helps,0.0,0.154,0.846,0.6705,POS
Tornados in Broward County,0.0,1.0,0.0,0.0,NEU
I am just seeing her talking about rain? am i not on the right stream??,0.0,1.0,0.0,0.0,NEU
"Where is ""our"" area please??",0.0,0.601,0.399,0.3939,POS
it shows you,0.0,1.0,0.0,0.0,NEU
what shows me?,0.0,1.0,0.0,0.0,NEU
The post has a big picture right on it.,0.0,1.0,0.0,0.0,NEU
"South of Sebring, the arrow is pointing to bottom left. These areas are moving north west though",0.0,1.0,0.0,0.0,NEU
Thank you from DeSoto county for that update.,0.0,0.737,0.263,0.3612,POS
 you guys stay safe!,0.0,0.484,0.516,0.4926,POS
Where is Denis Phillips! The people need and want The 🐐! Get this man his DDPs and let’s ride.,0.0,0.905,0.095,0.2225,POS
Thank you for continously keeping us informed.,0.0,0.706,0.294,0.3612,POS
"What is ""our area""? Can you be more specific?",0.0,1.0,0.0,0.0,NEU
When does he do the live updates?,0.0,1.0,0.0,0.0,NEU
"Denis I think you should add rain coats to your rule#7 store!
",0.0,1.0,0.0,0.0,NEU
"Unfortunately ever since it was decided to issue tornado warnings based on radar showing a bit of rotation that ""could"" create a tornado, tornado warning are now essentially a tornado watch - and ignored by many/most people.",0.236,0.711,0.053,-0.7351,NEG
You're about the only weather caster that I watch but I am in Lake Mary now so would you mind showing us what's going to happen as it crosses the state?,0.0,1.0,0.0,0.0,NEU
I think this sums up our dilemma.,0.254,0.746,0.0,-0.1779,NEG
"I guess ""our area"" is 3 to 4 counties away.",0.0,1.0,0.0,0.0,NEU
How do we watch Dennis on TV? We live in Sarasota and the ABC action news team has a different news team!,0.0,1.0,0.0,0.0,NEU
We have lost power. Keystone area.,0.315,0.685,0.0,-0.3182,NEG
so soon. So sorry. Stay safe.,0.206,0.443,0.351,0.3197,POS
God protect you ,0.0,0.175,0.825,0.5719,POS
Hang on to your boot straps! We're in for a wild ride ,0.0,1.0,0.0,0.0,NEU
"What expected winds for NPR? I’m working and it’s hard to catch the updates,",0.097,0.903,0.0,-0.1027,NEG
Hey… put the ABC Action news or Fox 13 app on your phone (or both) and you can watch LIVE and even look back a little bit. I hope this helps.,0.0,0.828,0.172,0.683,POS
Good idea! Thanks!.,0.0,0.365,0.635,0.5399,POS
You are welcome,0.0,0.4,0.6,0.4588,POS
Okeechobee just now,0.0,1.0,0.0,0.0,NEU
"As of now, Does it look like the eye of the storm disappears as you fast forward the radar",0.11,0.776,0.114,0.0258,NEU
Tip: (turn off air conditioner and at the circuit breaker.),0.0,1.0,0.0,0.0,NEU
 Floridians say this is the one they listen to,0.0,1.0,0.0,0.0,NEU
My bad. When I hear ‘our area’ I think Pinellas/Hillsborough. Scared me for a minute. On top of everything else,0.288,0.631,0.081,-0.6808,NEG
is he talking about pinellas,0.0,1.0,0.0,0.0,NEU
no ,1.0,0.0,0.0,-0.296,NEG
"Should be sooner now, than earlier expected, no, Denis Phillips?",0.196,0.804,0.0,-0.296,NEG
The man has to sleep sometime.,0.0,1.0,0.0,0.0,NEU
Prayers and blessings from Oregon ,0.0,0.533,0.467,0.5423,POS
You ok? Haven’t seen you on TV since this morning.,0.0,0.804,0.196,0.296,POS
"Hey Big DD, any update for Temple Terrace",0.0,1.0,0.0,0.0,NEU
Is Denis Phillips live anywhere in Roku? Thank you,0.0,0.762,0.238,0.3612,POS
What were the radio channels again?,0.0,1.0,0.0,0.0,NEU
I’ve been following this guy for regular updates,0.0,1.0,0.0,0.0,NEU
" ty
",0.0,0.0,1.0,0.3818,POS
Florida.,0.0,1.0,0.0,0.0,NEU
It just does not STOP.,0.0,0.622,0.378,0.3465,POS
"When are you going live Denis Phillips?
",0.0,1.0,0.0,0.0,NEU
"Denis, is there a surge timeline map?",0.0,1.0,0.0,0.0,NEU
Was Brandon fl mandatory evacuation?,0.0,0.755,0.245,0.0772,POS
I don't think so. I'm not far from Brandon.,0.0,1.0,0.0,0.0,NEU
Watch the water 🌀Hurricane Milton.,0.0,1.0,0.0,0.0,NEU
Thank you denis,0.0,0.444,0.556,0.3612,POS
"good source
",0.0,0.256,0.744,0.4404,POS
