Comments,NEG,NEU,POS,Compound,Sentiment
Lost live coverage on ABC Action News Station.,0.247,0.753,0.0,-0.3182,NEG
Local News Update-Here is the actual footage,0.0,1.0,0.0,0.0,NEU
The watch has been extended to 4:15 pm for Brevard Co.,0.0,1.0,0.0,0.0,NEU
What is our area?,0.0,1.0,0.0,0.0,NEU
"I believe Polk County. My daughter goes to school in Lakeland, I just got the tornado warning email.",0.138,0.862,0.0,-0.34,NEG
prayers for everyone 🙏 from Ottawa,0.0,1.0,0.0,0.0,NEU
Spectrum here is out,0.0,1.0,0.0,0.0,NEU
where u at?,0.0,1.0,0.0,0.0,NEU
"I’m not good with maps, is this near Orlando?",0.231,0.769,0.0,-0.3412,NEG
you should get an alert on your phone mrs if it comes near Orlando. This is for Polk county it’s nearer tampa area. Orlando is classed as orange county I’m sure ,0.0,0.866,0.134,0.5423,POS
What is our area?,0.0,1.0,0.0,0.0,NEU
Prayers for y'all..... sending prayers ,0.0,1.0,0.0,0.0,NEU
Be safe,0.0,0.256,0.744,0.4404,POS
What time is the hurricane expected to last?,0.0,1.0,0.0,0.0,NEU
Where are the hourly updates?,0.0,1.0,0.0,0.0,NEU
My sister is camping in the bass pro shops parking lot in Gainesville..I hope they are OK. This looks like it's going that way!,0.0,0.709,0.291,0.8236,POS
"Prayers for your family. My family left Sarasota and are in Gainesville now too.
I don’t believe they’re in the path of the tornado.",0.0,1.0,0.0,0.0,NEU
the closest tornado warning is in Orlando. That is a 2 hour drive from Gainesville on a good day. This warning poses no threat to her.,0.332,0.575,0.093,-0.7579,NEG
"If she has a cell phone, tell her to get away!",0.0,1.0,0.0,0.0,NEU
I am in Gainesville and we are just getting drizzly rain. No wind,0.167,0.833,0.0,-0.296,NEG
"Can anyone advise if you get a notification on your phone if there’s a tornado in the area?
We are in Disney springs area hotel on holiday from the UK and I don’t understand the maps and the locations looking at these. Thanks in advance",0.0,0.877,0.123,0.6808,POS
you should get an alert. The area Denis is talking about is Polk county nearer to Tampa. Think about an hour from Orlando and I’m sure Orlando is called as orange county. Stay safe,0.0,0.807,0.193,0.7506,POS
"thank you. Nervous as totally uncharted territory for us.
We’re no stranger to the rain and high winds in Scotland but our houses are all thick walled brick built- it’s the uncertainty here of not knowing what to do. Hope you stay safe",0.119,0.702,0.179,0.6369,POS
 oh I’m Scotland too 🤣💙 I’m not there just now we came home 2 weeks ago but I’ve been through one on a previous trip. Are you staying in Disney? ,0.0,1.0,0.0,0.0,NEU
"no we’re in the Marriot village just outside Disney springs. Been a stressful few days I’ll just be glad when it’s all over. Kids are loving the drama, wish I could borrow a bit of their chill ",0.125,0.658,0.218,0.6249,POS
your hotel should look after you well mrs. Aww I know the kids tnink it’s brilliant ,0.0,0.688,0.312,0.7096,POS
Thanks for increasing the radar. Tv down now.,0.0,0.707,0.293,0.4404,POS
keep us informed DENIS .,0.0,1.0,0.0,0.0,NEU
Happy to finally see you on TV,0.0,0.619,0.381,0.5719,POS
