Comments,NEG,NEU,POS,Compound,Sentiment
"TWC is totally over the top this morning, especially that Stephanie character at 5 a.m. Ratings, anyone? Thank you for giving us the same information without all the hype. Very much appreciated.",0.0,0.719,0.281,0.8605,POS
Thank you Denis. You are great. I evacuated with my whole family and because of your honesty and no hype I even got my husband to evacuate for the first time since he moved to Florida 40+ years ago. We are watching closely on our phones at all your updates. I have my family in Chicago following you so they know what's REALLY going on and they're not calling me every 2 minutes.,0.029,0.844,0.127,0.8225,POS
 I'm in Michigan. My daughter moved to Tampa in 2021. I learned very quickly to NOT watch TWC or read updates on MSN. They just try to scare. Thankfully I found Denis Phillips and will not watch anyone else. I recommend him to everyone. Thank you Denis!,0.062,0.78,0.158,0.5983,POS
 I watched TWC for a short time with Helene and they were ridiculous! Much better to watch some of our locals who put things in perspective.,0.09,0.794,0.115,0.1759,POS
I agree. They are ridiculous on Weather Channel and cause so much anxiety. 🙄 I’m not watching TWC during this hurricane. I have more peace. Lol!,0.139,0.56,0.301,0.7339,POS
"For those who can get it, Fox Weather Channel is generally more laid back, they are not a big production like TWC.
Depends on what you prefer. I hop around to get different scenarios but following the local guys in Tampa and Orlando makes the most sense to me",0.033,0.967,0.0,-0.1419,NEG
That's why I have my family following Denis. Otherwise I get calls and texts all day long. This way they can stalk Denis like the rest of us.,0.0,0.909,0.091,0.3612,POS
"my mom called me half hysterical because TWC is calling it ""unsurvivable"". SIGH",0.079,0.789,0.132,0.186,POS
"yeah, I agree. I can’t watch it. It’s really upsetting our families and friends up north too.",0.153,0.496,0.351,0.5279,POS
sometimes it seems like they're screaming at you.,0.234,0.541,0.225,-0.0258,NEU
I had to turn that off yesterday,0.0,1.0,0.0,0.0,NEU
"Ginger Zee was all panic and sensationalism last night. Made me sick. I'm not saying it's not a bad, dangerous storm. It's the worst in Tampa history. I'm just saying that weather people who haven't covered hurricanes for years aren't reliable sources of information. Just saying.",0.191,0.713,0.096,-0.7427,NEG
