Comments,NEG,NEU,POS,Compound,Sentiment
"This is precisely why I only tune in to Denis. No sugar coating, yet comforting and realistic. Thank you",0.098,0.67,0.232,0.4588,POS
"comforting and realistic, love that! Describes him perfectly",0.0,0.305,0.695,0.908,POS
Definitely agree!,0.0,0.0,1.0,0.6696,POS
Greg Dee is pretty much the exact,0.0,0.652,0.348,0.4939,POS
us too! He's a great man and a wonderful meteorologist!,0.0,0.417,0.583,0.855,POS
"same here, why Denis Phillips is my source for all weather and hurricane information!!",0.0,1.0,0.0,0.0,NEU
"Denis is the voice of reason. It's why I follow him.
",0.0,1.0,0.0,0.0,NEU
 I’m tagging all my non Floridian friends and family because he speaks facts and not hype.,0.0,0.829,0.171,0.4767,POS
I truly agreed,0.0,0.0,1.0,0.6124,POS
I tend to alternate between following rule 7 and breaking it.,0.0,1.0,0.0,0.0,NEU
"same lol. I freak out and then calm myself down, then do it all over again.",0.145,0.6,0.255,0.296,POS
"I kind of broken it a couple of times, but I have simply turned any weather related information off and eye control when I look at it. That helps a whole lot.",0.067,0.821,0.112,0.3291,POS
"I pretend to obey, but biting my lips badly, and I'm only watching from Germany (we have a mobile home in Tampa Bay)! Hope for everyone to stay safe ",0.147,0.633,0.22,0.5635,POS
" I would do so much better if my hubby wasn't saying all this will just be blown away - as I look at the piles of debris at the curb, where we were told to put it - al those items will be flung all over , breaking windows and such ...",0.0,0.935,0.065,0.4902,POS
as we all do!! Last night I went into full anxiety cry mode. Today I am looking around my house assuming it will street flood thinking meh I hate this furniture anyway. Hahahaha,0.285,0.715,0.0,-0.855,NEG
 I’m from UK but love Madeira beach. What is Rule#7,0.0,0.608,0.392,0.7783,POS
 you are definitely not alone. Hugs.,0.261,0.298,0.441,0.2052,POS
where all my yogi/meditative friends when I need them??,0.0,0.669,0.331,0.5362,POS
"same, same.",0.0,1.0,0.0,0.0,NEU
 I would say that's a healthy balance. ,0.0,0.597,0.403,0.4019,POS
"I was thinking as I was making my preparations today, aren't we lucky to know ahead of time that this monster is coming for us so we can get ready? It wasn't so long ago that humans wouldn't know until it was right on them! Thank goodness for technology!",0.043,0.798,0.159,0.7393,POS
"yes. When I was a kid Hurricane David hit the Dominican Republic 1979. Our neighbor had to come get us as the entire zinc roof was lost. The dog and cat both died. The neighbor saved us four kids and my mom. The water is the house was covering us . We didn’t even had a toilet , it was an
Outhouse that was flown away. I don’t know how we are alive. And there was no notice. We are so lucky now that a least we can Prepare. Praying for everyone in Florida. ",0.08,0.78,0.14,0.7283,POS
as opposed to tornadoes where you get maybe a few minutes ,0.0,1.0,0.0,0.0,NEU
"everybody left town two days before landfall!
",0.0,1.0,0.0,0.0,NEU
 Soooo true.,0.0,0.263,0.737,0.4215,POS
 literally thought the same thing today.,0.0,1.0,0.0,0.0,NEU
" Amen
",0.0,1.0,0.0,0.0,NEU
