A Tornado Warning has been issued for parts of DeSoto County. Download the ABC Action News App for the latest information.,Pos,Neu,Neg,Compound,Overall Sentiment
"Lucky not a lot of tornadoes happened,",0.359,0.641,0.0,0.4215,POS
